,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,25,SAS,NBA,SG,9,130,19%,77%,5%,,,-2.1,-7.8,3,1,5,2,6,0,18,3,6
2004-05,26,SAS,NBA,SG,12,60,,72%,28%,,,-13.9,-19.4,1,0,2,0,3,0,7,1,0
2007-08,29,CLE,NBA,SG,8,92,,72%,28%,,,-14.3,-20.1,4,3,5,0,7,0,20,0,3
2008-09,30,NOH,NBA,SG,3,33,,100%,,,,-40.0,-15.2,1,2,0,0,0,0,0,0,1
2009-10,31,CHI,NBA,SG,1,2,,100%,,,,+60.0,+71.4,0,0,0,0,1,0,0,1,0
Career,,,NBA,,33,317,8%,77%,15%,,,-11.4,-13.8,9,6,12,2,17,0,45,5,10
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,21,190,13%,75%,12%,,,-5.8,-11.5,4,1,7,2,9,0,25,4,6
1 season,,CLE,NBA,,8,92,,72%,28%,,,-14.3,-20.1,4,3,5,0,7,0,20,0,3
1 season,,NOH,NBA,,3,33,,100%,,,,-40.0,-15.2,1,2,0,0,0,0,0,0,1
1 season,,CHI,NBA,,1,2,,100%,,,,+60.0,+71.4,0,0,0,0,1,0,0,1,0
