Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,23,TOR,NBA,SF,3,3,119,4.5,15.1,0.3,0.3,3,0.1,4.2,12.1,0.35,8.2,9.4,0.871,2.7,2.7,5.4,5.7,0.9,1.2,2.4,3.6,17.5
2000-01,24,TOR,NBA,SF,12,12,539,8.1,18.7,0.436,1.7,4.1,0.41,6.5,14.6,0.443,3.9,4.9,0.784,2.5,2.7,5.2,3.7,1.3,1.3,1.8,3,21.8
2004-05,28,NJN,NBA,SF,4,4,179,7,19.3,0.365,1.2,3.8,0.316,5.8,15.5,0.377,6.2,7.2,0.861,1.8,5,6.8,4.6,1.8,0,3,3.4,21.5
2005-06,29,NJN,NBA,SG,11,11,450,9,19.5,0.463,1.1,4.6,0.241,7.9,14.9,0.532,6.9,8.6,0.796,1.3,4.9,6.2,4.6,1.6,0.5,2.1,2.7,26.1
2006-07,30,NJN,NBA,SG,12,12,487,6.9,17.4,0.396,1.6,4,0.389,5.3,13.4,0.398,4.5,6.5,0.693,1.3,4.8,6.1,4.7,0.8,0.5,2.8,2.6,19.8
2009-10,33,ORL,NBA,SG,14,14,480,5.5,13.8,0.402,0.9,3.8,0.235,4.6,10,0.466,4.3,5.2,0.826,0.7,3.7,4.4,2.4,0.9,0.2,1.6,3.7,16.3
2011-12,35,DAL,NBA,SG,4,0,107,4,13.8,0.293,1,3.4,0.3,3,10.4,0.29,2,2.7,0.75,1.7,5.7,7.4,0.3,1.7,0.7,2,3.7,11.1
2013-14,37,DAL,NBA,SG,7,0,190,5.9,12.9,0.456,2.8,5.9,0.484,3,7,0.432,2.1,2.7,0.786,1.3,3.4,4.7,3.2,0.6,0.4,1.1,2.3,16.7
2014-15,38,MEM,NBA,SG,11,0,196,5,12.3,0.403,1.3,5.1,0.25,3.7,7.2,0.513,1.5,1.7,0.889,2.4,6.2,8.6,2,1.3,0.4,1.3,3.1,12.7
2015-16,39,MEM,NBA,SG,4,4,91,5.9,13.1,0.455,2.8,4,0.7,3.2,9.1,0.348,3.2,3.2,1,2,4,5.9,2,0.8,0.4,1.2,3.6,17.8
2016-17,40,MEM,NBA,SF,6,6,195,3.7,7.8,0.476,1.5,3.7,0.4,2.2,4.1,0.545,1.3,1.3,1,0.7,3,3.7,1.7,0.4,0,1.8,2.8,10.2
Career,NA,,NBA,,88,66,3033,6.6,15.9,0.416,1.4,4.2,0.338,5.2,11.7,0.443,4.3,5.4,0.796,1.6,4.1,5.7,3.5,1.1,0.6,2,3.1,18.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NJN,NBA,,27,27,1116,7.8,18.5,0.419,1.3,4.2,0.313,6.5,14.3,0.45,5.7,7.5,0.767,1.4,4.9,6.2,4.7,1.3,0.4,2.5,2.8,22.6
3 seasons,NA,MEM,NBA,,21,10,482,4.6,10.6,0.437,1.6,4.3,0.379,3,6.3,0.476,1.7,1.8,0.958,1.6,4.5,6.1,1.9,0.8,0.2,1.5,3.1,12.6
2 seasons,NA,TOR,NBA,,15,15,658,7.5,18.1,0.415,1.4,3.9,0.366,6.1,14.2,0.429,4.7,5.7,0.81,2.5,2.7,5.3,4.1,1.3,1.3,1.9,3.1,21.1
1 season,NA,ORL,NBA,,14,14,480,5.5,13.8,0.402,0.9,3.8,0.235,4.6,10,0.466,4.3,5.2,0.826,0.7,3.7,4.4,2.4,0.9,0.2,1.6,3.7,16.3
2 seasons,NA,DAL,NBA,,11,0,297,5.2,13.2,0.394,2.2,5,0.439,3,8.2,0.368,2.1,2.7,0.773,1.5,4.2,5.7,2.2,1,0.5,1.5,2.8,14.7
