Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,23,TOR,NBA,SF,3,3,119,15,50,0.3,1,10,0.1,14,40,0.35,0.31,27,31,0.871,9,9,18,19,3,4,8,12,58
2000-01,24,TOR,NBA,SF,12,12,539,122,280,0.436,25,61,0.41,97,219,0.443,0.48,58,74,0.784,37,41,78,56,20,20,27,45,327
2004-05,28,NJN,NBA,SF,4,4,179,35,96,0.365,6,19,0.316,29,77,0.377,0.396,31,36,0.861,9,25,34,23,9,0,15,17,107
2005-06,29,NJN,NBA,SG,11,11,450,113,244,0.463,14,58,0.241,99,186,0.532,0.492,86,108,0.796,16,61,77,58,20,6,26,34,326
2006-07,30,NJN,NBA,SG,12,12,487,93,235,0.396,21,54,0.389,72,181,0.398,0.44,61,88,0.693,17,65,82,64,11,7,38,35,268
2009-10,33,ORL,NBA,SG,14,14,480,74,184,0.402,12,51,0.235,62,133,0.466,0.435,57,69,0.826,9,50,59,32,12,3,22,50,217
2011-12,35,DAL,NBA,SG,4,0,107,12,41,0.293,3,10,0.3,9,31,0.29,0.329,6,8,0.75,5,17,22,1,5,2,6,11,33
2013-14,37,DAL,NBA,SG,7,0,190,31,68,0.456,15,31,0.484,16,37,0.432,0.566,11,14,0.786,7,18,25,17,3,2,6,12,88
2014-15,38,MEM,NBA,SG,11,0,196,27,67,0.403,7,28,0.25,20,39,0.513,0.455,8,9,0.889,13,34,47,11,7,2,7,17,69
2015-16,39,MEM,NBA,SG,4,4,91,15,33,0.455,7,10,0.7,8,23,0.348,0.561,8,8,1,5,10,15,5,2,1,3,9,45
2016-17,40,MEM,NBA,SF,6,6,195,20,42,0.476,8,20,0.4,12,22,0.545,0.571,7,7,1,4,16,20,9,2,0,10,15,55
Career,NA,,NBA,,88,66,3033,557,1340,0.416,119,352,0.338,438,988,0.443,0.46,360,452,0.796,131,346,477,295,94,47,168,257,1593
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NJN,NBA,,27,27,1116,241,575,0.419,41,131,0.313,200,444,0.45,0.455,178,232,0.767,42,151,193,145,40,13,79,86,701
3 seasons,NA,MEM,NBA,,21,10,482,62,142,0.437,22,58,0.379,40,84,0.476,0.514,23,24,0.958,22,60,82,25,11,3,20,41,169
2 seasons,NA,TOR,NBA,,15,15,658,137,330,0.415,26,71,0.366,111,259,0.429,0.455,85,105,0.81,46,50,96,75,23,24,35,57,385
1 season,NA,ORL,NBA,,14,14,480,74,184,0.402,12,51,0.235,62,133,0.466,0.435,57,69,0.826,9,50,59,32,12,3,22,50,217
2 seasons,NA,DAL,NBA,,11,0,297,43,109,0.394,18,41,0.439,25,68,0.368,0.477,17,22,0.773,12,35,47,18,8,4,12,23,121
