Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,21,NYK,BAA,,6,NA,NA,NA,NA,0.357,NA,NA,0.821,NA,NA,NA,NA
1949-50,22,NYK,NBA,,5,NA,NA,NA,NA,0.385,NA,NA,0.781,NA,NA,NA,NA
1950-51,23,NYK,NBA,,14,NA,NA,NA,NA,0.35,NA,NA,0.77,NA,NA,NA,NA
1951-52,24,NYK,NBA,PF,14,NA,471,3.8,9.3,0.41,3.9,5,0.773,10.2,1.5,3.4,11.5
1952-53,25,NYK,NBA,PF,11,NA,303,4.3,10.2,0.419,5.2,7,0.746,14.3,1.8,3.4,13.8
1953-54,26,NYK,NBA,PF,4,NA,151,3.8,8.3,0.457,5.2,7.4,0.71,14.5,1.4,2.9,12.9
1954-55,27,NYK,NBA,PF,3,NA,108,6.3,14,0.452,5.7,7.3,0.773,14.7,2.3,3.7,18.3
1957-58,30,DET,NBA,PF,7,NA,182,6.3,17.2,0.368,5.1,7.3,0.703,13.8,2.2,5.3,17.8
Career,NA,,TOT,,64,NA,1215,4.5,11,0.39,4.7,6.4,0.761,12.7,1.7,3.7,13.8
,NA,,NBA,,58,NA,1215,4.5,11,0.394,4.7,6.4,0.754,12.7,1.7,3.7,13.8
,NA,,BAA,,6,NA,NA,NA,NA,0.357,NA,NA,0.821,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,BAA,,57,NA,1033,4.2,9.9,0.394,4.7,6.2,0.768,12.5,1.6,3.4,13.1
1 season,NA,DET,NBA,,7,NA,182,6.3,17.2,0.368,5.1,7.3,0.703,13.8,2.2,5.3,17.8
