Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,21,NYK,BAA,,6,NA,NA,3.3,9.3,0.357,5.3,6.5,0.821,NA,1.7,5.2,12
1949-50,22,NYK,NBA,,5,NA,NA,4,10.4,0.385,5,6.4,0.781,NA,1.2,4.6,13
1950-51,23,NYK,NBA,,14,NA,NA,3.5,10,0.35,4.8,6.2,0.77,11.6,1.9,4.1,11.8
1951-52,24,NYK,NBA,PF,14,NA,33.6,3.6,8.7,0.41,3.6,4.7,0.773,9.6,1.4,3.2,10.8
1952-53,25,NYK,NBA,PF,11,NA,27.5,3.3,7.8,0.419,4,5.4,0.746,10.9,1.4,2.6,10.5
1953-54,26,NYK,NBA,PF,4,NA,37.8,4,8.8,0.457,5.5,7.8,0.71,15.3,1.5,3,13.5
1954-55,27,NYK,NBA,PF,3,NA,36,6.3,14,0.452,5.7,7.3,0.773,14.7,2.3,3.7,18.3
1957-58,30,DET,NBA,PF,7,NA,26,4.6,12.4,0.368,3.7,5.3,0.703,10,1.6,3.9,12.9
Career,NA,,TOT,,64,NA,31.2,3.8,9.7,0.39,4.4,5.8,0.761,11.2,1.6,3.7,12
,NA,,NBA,,58,NA,31.2,3.8,9.7,0.394,4.3,5.8,0.754,11.2,1.6,3.5,12
,NA,,BAA,,6,NA,NA,3.3,9.3,0.357,5.3,6.5,0.821,NA,1.7,5.2,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,BAA,,57,NA,32.3,3.7,9.4,0.394,4.5,5.9,0.768,11.3,1.6,3.6,11.9
1 season,NA,DET,NBA,,7,NA,26,4.6,12.4,0.368,3.7,5.3,0.703,10,1.6,3.9,12.9
