Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,21,NYK,BAA,,52,NA,NA,0.392,0.353,NA,NA,NA,NA,NA,1.3,1.5,2.8,NA
1949-50,22,NYK,NBA,,68,NA,NA,0.487,0.551,NA,NA,NA,NA,NA,6.5,1.4,7.8,NA
1950-51,23,NYK,NBA,,66,NA,NA,0.491,0.502,NA,NA,NA,NA,NA,5.9,1.7,7.6,NA
1951-52,24,NYK,NBA,PF,66,1931,22,0.547,0.647,NA,NA,NA,NA,NA,7,1.9,8.9,0.221
1952-53,25,NYK,NBA,PF,70,2333,23.3,0.525,0.677,NA,NA,NA,NA,NA,6.9,4.4,11.3,0.232
1953-54,26,NYK,NBA,PF,72,2690,24.1,0.538,0.864,NA,NA,NA,NA,NA,9,2.8,11.8,0.21
1954-55,27,NYK,NBA,PF,72,2548,20.5,0.491,0.562,NA,NA,NA,NA,NA,5.1,3.3,8.3,0.157
1955-56,28,NYK,NBA,SF,72,2378,17.5,0.484,0.546,NA,NA,NA,NA,NA,4,1.7,5.6,0.114
1956-57,29,NYK,NBA,PF,72,1943,22.9,0.516,0.635,NA,NA,NA,NA,NA,6.4,1.6,8.1,0.199
1957-58,30,DET,NBA,PF,72,1990,19.8,0.48,0.555,NA,NA,NA,NA,NA,4.2,1.9,6.1,0.147
Career,NA,,TOT,,682,15813,21.5,0.497,0.59,NA,NA,NA,NA,NA,56.1,22.2,78.4,0.182
,NA,,NBA,,630,15813,21.5,0.504,0.608,NA,NA,NA,NA,NA,54.9,20.7,75.6,0.182
,NA,,BAA,,52,NA,NA,0.392,0.353,NA,NA,NA,NA,NA,1.3,1.5,2.8,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,NYK,BAA,,610,13823,21.7,0.5,0.596,NA,NA,NA,NA,NA,51.9,20.3,72.3,0.187
1 season,NA,DET,NBA,,72,1990,19.8,0.48,0.555,NA,NA,NA,NA,NA,4.2,1.9,6.1,0.147
