Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,21,NYK,BAA,,52,NA,NA,NA,NA,0.328,NA,NA,0.71,NA,NA,NA,NA
1949-50,22,NYK,NBA,,68,NA,NA,NA,NA,0.396,NA,NA,0.757,NA,NA,NA,NA
1950-51,23,NYK,NBA,,66,NA,NA,NA,NA,0.416,NA,NA,0.732,NA,NA,NA,NA
1951-52,24,NYK,NBA,PF,66,NA,1931,4.3,9.8,0.442,5.1,6.4,0.806,12.3,2.1,4.2,13.8
1952-53,25,NYK,NBA,PF,70,NA,2333,4.4,9.8,0.444,4.6,6.6,0.7,14.1,1.9,3.5,13.3
1953-54,26,NYK,NBA,PF,72,NA,2690,3.5,8.6,0.404,5.8,7.4,0.784,14.7,2,2.8,12.7
1954-55,27,NYK,NBA,PF,72,NA,2548,4.7,12.1,0.384,5.6,6.8,0.814,14.1,2.5,2.9,14.9
1955-56,28,NYK,NBA,SF,72,NA,2378,4.9,12.6,0.386,5.4,6.9,0.787,11.2,2.5,3.3,15.2
1956-57,29,NYK,NBA,PF,72,NA,1943,6.2,15.1,0.406,7.7,9.6,0.8,13.4,1.6,3.7,20
1957-58,30,DET,NBA,PF,72,NA,1990,6.2,16.2,0.379,7.1,9,0.787,13.5,1.6,3.9,19.4
Career,NA,,TOT,,682,NA,15813,4.8,11.9,0.398,5.8,7.5,0.773,13.4,2.1,3.4,15.4
,NA,,NBA,,630,NA,15813,4.8,11.9,0.403,5.8,7.5,0.776,13.4,2.1,3.4,15.4
,NA,,BAA,,52,NA,NA,NA,NA,0.328,NA,NA,0.71,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,NYK,BAA,,610,NA,13823,4.6,11.2,0.401,5.7,7.2,0.772,13.4,2.1,3.3,14.8
1 season,NA,DET,NBA,,72,NA,1990,6.2,16.2,0.379,7.1,9,0.787,13.5,1.6,3.9,19.4
