Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,21,NYK,BAA,,6,NA,NA,0.492,0.696,NA,NA,NA,NA,NA,0.7,0.1,0.7,NA
1949-50,22,NYK,NBA,,5,NA,NA,0.492,0.615,NA,NA,NA,NA,NA,0.5,-0.1,0.4,NA
1950-51,23,NYK,NBA,,14,NA,NA,0.463,0.621,NA,NA,NA,NA,NA,0.7,0.5,1.2,NA
1951-52,24,NYK,NBA,PF,14,471,16.4,0.5,0.541,NA,NA,NA,8.7,NA,0.6,0.3,0.9,0.096
1952-53,25,NYK,NBA,PF,11,303,23.8,0.518,0.686,NA,NA,NA,10.6,NA,0.8,0.5,1.3,0.199
1953-54,26,NYK,NBA,PF,4,151,22.6,0.555,0.886,NA,NA,NA,10.6,NA,0.4,-0.1,0.3,0.094
1954-55,27,NYK,NBA,PF,3,108,21.5,0.532,0.524,NA,NA,NA,12,NA,0.3,-0.1,0.2,0.106
1957-58,30,DET,NBA,PF,7,182,16.9,0.436,0.425,NA,NA,NA,10.4,NA,0.2,0.1,0.2,0.065
Career,NA,,TOT,,64,1215,19.6,0.49,0.602,NA,NA,NA,10,NA,4.1,1.2,5.3,0.118
,NA,,NBA,,58,1215,19.6,0.489,0.592,NA,NA,NA,10,NA,3.5,1.1,4.5,0.118
,NA,,BAA,,6,NA,NA,0.492,0.696,NA,NA,NA,NA,NA,0.7,0.1,0.7,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,BAA,,57,1033,20,0.498,0.63,NA,NA,NA,9.9,NA,3.9,1.1,5,0.127
1 season,NA,DET,NBA,,7,182,16.9,0.436,0.425,NA,NA,NA,10.4,NA,0.2,0.1,0.2,0.065
