Thru 8 Years,Thru 8 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8
Toney Douglas,,4.2,2.5,2.4,2.2,0.9,0.5,0.2,-0.6
Trenton Hassell,85.7,4,2.7,2.6,2.3,1.5,0.7,0.2,-0.1
Armond Hill,85.2,4.2,2.6,2.5,1,0.8,0.5,0,-0.4
Brandon Rush,83.4,3.5,2.6,2.5,2,0.9,0,-0.3,-0.4
Kevin Ollie,83.1,3.8,2.4,2.4,1.4,0.9,0.1,0,-0.1
Quintin Dailey,82.5,3.7,2.6,2.1,2,1.3,1,0.1,-0.3
Kent Bazemore,82.3,4.1,2.2,2.1,1.6,0.7,0.2,0.1,NA
Kevin Edwards,82.0,5.1,2.5,2.4,1.6,0.6,0.5,0.3,-0.2
Sonny Hertzberg,81.8,4,2.5,2.3,1.4,0.7,NA,NA,NA
Jon Barry,81.7,4.2,2.4,2.4,2.1,1.8,1.1,0.9,-0.1
Elfrid Payton,81.7,4.4,2.8,2.3,2.2,1.5,NA,NA,NA
