Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,22,LAC,NBA,PF,1,0,19:00,3,5,0.6,0,0,NA,0,0,NA,5,10,1,0,1,2,2,6
2005-06,26,LAC,NBA,PF,1,0,16:41,6,11,0.545,0,0,NA,0,0,NA,3,7,0,1,0,3,2,12
Career,NA,,NBA,,2,0,36,9,16,0.563,0,0,NA,0,0,NA,8,17,1,1,1,5,4,18
