,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,GSW,NBA,PF,6,203,,,,92%,8%,-7.6,+2.2,1,2,11,1,23,0,12,6,6
2001-02,25,GSW,NBA,PF,77,2216,,,1%,91%,8%,-4.7,+2.9,68,26,74,27,118,0,278,25,73
2002-03,26,GSW,NBA,PF,17,223,,,,93%,8%,-7.1,-6.4,2,5,19,4,10,0,26,1,7
2003-04,27,DAL,NBA,C,56,625,,,,72%,28%,+6.2,+1.7,9,9,68,11,46,0,21,12,23
2004-05,28,SEA,NBA,C,62,1047,,,,45%,55%,+4.8,+2.7,7,14,67,56,119,0,20,22,46
2005-06,29,SEA,NBA,C,23,276,,,,1%,99%,+9.8,+14.0,2,0,16,14,20,10,5,8,10
2006-07,30,SEA,NBA,C,14,158,,,,34%,66%,-1.7,+1.6,1,2,14,6,8,7,3,5,4
Career,,,NBA,,255,4748,,,,71%,28%,-0.4,+2.8,90,58,269,119,344,17,365,79,169
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,GSW,NBA,,100,2642,,,,91%,8%,-5.1,+2.1,71,33,104,32,151,0,316,32,86
3 seasons,,SEA,NBA,,99,1481,,,,36%,64%,+5.0,+4.7,10,16,97,76,147,17,28,35,60
1 season,,DAL,NBA,,56,625,,,,72%,28%,+6.2,+1.7,9,9,68,11,46,0,21,12,23
