Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,21,PHI,NBA,SG,12,NA,72,23,44,0.523,2,3,0.667,3,9,12,4,3,1,NA,9,48
1975-76,22,PHI,NBA,SG,65,NA,818,183,422,0.434,20,24,0.833,51,50,101,66,28,7,NA,87,386
1978-79,25,SDC,NBA,SG,22,NA,323,71,165,0.43,19,23,0.826,13,19,32,24,10,3,22,35,161
Career,NA,,NBA,,99,NA,1213,277,631,0.439,41,50,0.82,67,78,145,94,41,11,22,131,595
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,77,NA,890,206,466,0.442,22,27,0.815,54,59,113,70,31,8,NA,96,434
1 season,NA,SDC,NBA,,22,NA,323,71,165,0.43,19,23,0.826,13,19,32,24,10,3,22,35,161
