,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,21,PHI,NBA,,5,,2,3,,,,,,,,,10,
1975-76,22,PHI,NBA,,10,,3,3,,,,,,,,,20,
1978-79,25,SDC,NBA,,8,,5,6,,,,,,,,,21,
Career,,,,,10,,5,6,,,,,,,,,21,
2 Seasons,,PHI,NBA,,10,,3,3,,,,,,,,,20,
1 Season,,SDC,NBA,,8,,5,6,,,,,,,,,21,
