Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,21,PHI,NBA,SG,12,NA,72,14.8,28.4,0.523,1.3,1.9,0.667,1.9,5.8,7.7,2.6,1.9,0.6,NA,5.8,30.9,NA,NA,98
1975-76,22,PHI,NBA,SG,65,NA,818,10,23,0.434,1.1,1.3,0.833,2.8,2.7,5.5,3.6,1.5,0.4,NA,4.7,21.1,NA,NA,102
1978-79,25,SDC,NBA,SG,22,NA,323,9.9,23.1,0.43,2.7,3.2,0.826,1.8,2.7,4.5,3.4,1.4,0.4,3.1,4.9,22.5,NA,99,111
Career,NA,,NBA,,99,NA,1213,10.2,23.3,0.439,1.5,1.8,0.82,2.5,2.9,5.4,3.5,1.5,0.4,0.8,4.8,22,NA,99,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,77,NA,890,10.4,23.4,0.442,1.1,1.4,0.815,2.7,3,5.7,3.5,1.6,0.4,NA,4.8,21.8,NA,NA,101
1 season,NA,SDC,NBA,,22,NA,323,9.9,23.1,0.43,2.7,3.2,0.826,1.8,2.7,4.5,3.4,1.4,0.4,3.1,4.9,22.5,NA,99,111
