,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,PHI,NBA,PG,23,717,100%,,,,,+2.1,+5.4,27,12,25,4,23,0,228,3,17
2001-02,28,PHI,NBA,PG,5,171,97%,3%,,,,-13.5,-12.8,11,2,7,1,6,0,58,0,5
2002-03,29,PHI,NBA,PG,12,415,100%,,,,,+6.0,+17.1,20,9,16,1,14,0,151,1,6
2005-06,32,CLE,NBA,PG,13,408,90%,10%,,,,-6.2,-6.6,16,5,18,0,10,3,75,3,6
2006-07,33,CLE,NBA,PG,19,244,56%,41%,3%,,,-0.7,-4.8,5,2,12,0,3,1,64,0,2
Career,,,NBA,,72,1955,92%,8%,,,,-0.5,+2.5,79,30,78,6,56,4,576,7,36
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHI,NBA,,40,1303,100%,,,,,+1.3,+6.8,58,23,48,6,43,0,437,4,28
2 seasons,,CLE,NBA,,32,652,77%,22%,1%,,,-4.2,-5.9,21,7,30,0,13,4,139,3,8
