,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,PHI,NBA,PG,50,1740,100%,,,,,+5.9,+2.1,82,22,48,6,47,0,789,13,31
2001-02,28,PHI,NBA,PG,61,2225,76%,24%,1%,,,+5.1,+7.2,99,25,73,9,79,0,852,20,43
2002-03,29,PHI,NBA,PG,82,3108,99%,1%,,,,+1.3,-5.2,123,50,106,9,132,0,1171,24,50
2003-04,30,PHI,NBA,PG,82,2966,100%,,,,,-2.0,+2.6,127,32,81,16,112,0,1246,21,61
2004-05,31,CLE,NBA,SG,81,1844,63%,37%,,,,+3.6,+5.2,55,23,70,7,24,0,685,8,18
2005-06,32,CLE,NBA,PG,82,2351,69%,31%,,,,+3.4,+2.0,85,15,101,6,35,25,768,5,30
2006-07,33,CLE,NBA,PG,82,1929,72%,26%,3%,,,+1.2,-6.2,73,15,91,11,52,18,726,9,29
2007-08,34,CLE,NBA,PG,22,305,83%,17%,,,,-11.3,-12.1,5,4,15,0,9,6,95,0,6
Career,,,NBA,,542,16468,84%,15%,,,,+2.0,+0.6,649,186,585,64,490,49,6332,100,268
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHI,NBA,,275,10039,94%,5%,,,,+2.0,+1.1,431,129,308,40,370,0,4058,78,185
4 seasons,,CLE,NBA,,267,6429,68%,31%,1%,,,+2.1,-0.2,218,57,277,24,120,49,2274,22,83
