Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1973-74,24,TOT,ABA,C,79,2375,20.6,0.582,0.001,0.3,12.8,32.5,22.6,8.6,0.7,1.6,17.3,20.5,NA,4.4,4.3,8.7,0.176,NA,2.6,0,2.6,2.8
1973-74,24,VIR,ABA,C,17,374,19.9,0.584,0,0.483,10.2,30.9,20.6,7.3,0.7,2.1,20.4,23.9,NA,0.4,0.5,0.9,0.118,NA,1.1,-0.4,0.7,0.3
1973-74,24,SAA,ABA,C,62,2001,20.8,0.581,0.001,0.26,13.3,32.8,22.9,8.9,0.7,1.5,16.5,19.9,NA,4,3.8,7.8,0.187,NA,2.9,0.1,3,2.5
1974-75,25,SAA,ABA,C,78,2713,19.3,0.575,0.001,0.269,13.7,33.1,23.5,4.8,0.7,1.7,15.3,17.4,NA,5.4,4.4,9.7,0.172,NA,2.3,-0.6,1.7,2.5
1975-76,26,TOT,ABA,C,76,1790,14.4,0.52,0.006,0.238,12.1,30.1,20.8,4.5,0.8,1.5,19.1,18.8,NA,0.5,2.6,3.1,0.084,NA,-1.6,-1.1,-2.7,-0.3
1975-76,26,NYA,ABA,C,43,1016,13.1,0.516,0.009,0.236,12.8,29,20.7,2.5,0.8,1.4,20.5,17.2,NA,0.2,1.8,1.9,0.092,NA,-2.3,-1.1,-3.5,-0.4
1975-76,26,VIR,ABA,C,33,774,16.1,0.524,0.003,0.24,11.1,31.7,20.9,7.2,0.8,1.7,17.6,20.9,NA,0.3,0.9,1.2,0.074,NA,-0.5,-1.1,-1.6,0.1
1976-77,27,MIL,NBA,C,72,1960,19.1,0.568,NA,0.314,14,31.8,22.8,7.5,1.2,1.3,NA,NA,NA,4.5,2.4,6.9,0.168,NA,2.4,-1,1.4,1.7
1977-78,28,BUF,NBA,C,78,2778,16.9,0.543,NA,0.274,10.8,28.8,19.9,11.4,0.7,0.9,16.8,19.2,NA,4,2.8,6.8,0.117,NA,1.1,-0.8,0.3,1.6
1978-79,29,SDC,NBA,C,79,2006,16.9,0.605,NA,0.263,11.5,25.6,18.6,9.1,0.9,0.7,19.5,16.4,NA,3.9,1.6,5.5,0.133,NA,1.4,-0.8,0.6,1.3
1979-80,30,SDC,NBA,C,81,2860,17.2,0.589,0.003,0.342,12.9,33.8,23,11.1,0.7,0.7,21.9,16.4,NA,4,2.9,6.8,0.115,NA,0.9,-0.9,0,1.5
1980-81,31,SDC,NBA,C,82,2809,18.2,0.597,0,0.328,11.7,31.4,21.1,10.2,0.8,1,16.5,18.6,NA,5.5,3.1,8.6,0.147,NA,1.5,-0.8,0.7,1.9
1981-82,32,SDC,NBA,C,21,575,16.4,0.625,0.006,0.451,9.3,31.1,19.9,7.2,0.5,0.9,18.6,18.3,NA,0.9,0.2,1.2,0.098,NA,0.8,-1.5,-0.7,0.2
1982-83,33,SDC,NBA,C,7,51,6.6,0.368,0,0.2,4.1,26.7,14.5,2.5,0.9,0,12.1,18.9,NA,-0.1,0,-0.1,-0.053,NA,-4,-1,-5,-0.1
1983-84,34,LAL,NBA,C,69,829,10.8,0.531,0.004,0.36,11.9,23.3,18,3.9,1.4,0.5,18.8,17.5,NA,0.1,1.1,1.2,0.071,NA,-3.8,-1.1,-4.9,-0.6
Career,NA,,TOT,,722,20746,17.6,0.572,0.001,0.299,12.3,30.7,21.4,8.4,0.8,1.1,17.9,18.2,NA,33.2,25.3,58.5,0.135,NA,1.2,-0.8,0.4,12.5
,NA,,NBA,,489,13868,17.1,0.577,0.001,0.313,11.9,30.1,20.9,9.5,0.9,0.9,18.5,17.8,NA,22.9,14.1,36.9,0.128,NA,1.1,-0.9,0.2,7.5
,NA,,ABA,,233,6878,18.5,0.563,0.002,0.272,13,32.1,22.5,6,0.7,1.6,17.1,18.8,NA,10.3,11.3,21.6,0.151,NA,1.4,-0.5,0.9,5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"BUF,SDC",NBA,,348,11079,17.2,0.582,0.001,0.31,11.6,30.3,20.7,10.3,0.8,0.8,18.5,17.8,NA,18.2,10.6,28.9,0.125,NA,1.2,-0.9,0.3,6.4
2 seasons,NA,SAA,ABA,,140,4714,19.9,0.577,0.001,0.265,13.5,32.9,23.2,6.5,0.7,1.6,15.8,18.5,NA,9.4,8.1,17.5,0.178,NA,2.5,-0.3,2.2,5
1 season,NA,MIL,NBA,,72,1960,19.1,0.568,NA,0.314,14,31.8,22.8,7.5,1.2,1.3,NA,NA,NA,4.5,2.4,6.9,0.168,NA,2.4,-1,1.4,1.7
1 season,NA,LAL,NBA,,69,829,10.8,0.531,0.004,0.36,11.9,23.3,18,3.9,1.4,0.5,18.8,17.5,NA,0.1,1.1,1.2,0.071,NA,-3.8,-1.1,-4.9,-0.6
2 seasons,NA,VIR,ABA,,50,1148,17.3,0.545,0.002,0.318,10.8,31.4,20.8,7.2,0.7,1.8,18.6,21.9,NA,0.7,1.4,2.1,0.089,NA,0,-0.9,-0.9,0.3
1 season,NA,NYA,ABA,,43,1016,13.1,0.516,0.009,0.236,12.8,29,20.7,2.5,0.8,1.4,20.5,17.2,NA,0.2,1.8,1.9,0.092,NA,-2.3,-1.1,-3.5,-0.4
