Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1962-63,22,BOS,NBA,SF,11,254,13.5,0.475,0.216,NA,NA,NA,9.3,NA,NA,NA,NA,NA,0.1,0.4,0.5,0.097,NA,NA,NA,NA,NA
1963-64,23,BOS,NBA,SF,10,289,15.7,0.44,0.277,NA,NA,NA,17.8,NA,NA,NA,NA,NA,0,0.7,0.7,0.12,NA,NA,NA,NA,NA
1964-65,24,BOS,NBA,SG,12,405,12.3,0.405,0.22,NA,NA,NA,9.7,NA,NA,NA,NA,NA,-0.7,0.9,0.2,0.025,NA,NA,NA,NA,NA
1965-66,25,BOS,NBA,SF,17,719,16.3,0.473,0.302,NA,NA,NA,14.4,NA,NA,NA,NA,NA,0.3,1.2,1.5,0.102,NA,NA,NA,NA,NA
1966-67,26,BOS,NBA,SF,9,330,20.8,0.508,0.335,NA,NA,NA,12.9,NA,NA,NA,NA,NA,0.9,0.3,1.2,0.175,NA,NA,NA,NA,NA
1967-68,27,BOS,NBA,SG,19,862,19.9,0.521,0.371,NA,NA,NA,23.6,NA,NA,NA,NA,NA,1.8,1.1,2.8,0.157,NA,NA,NA,NA,NA
1968-69,28,BOS,NBA,SG,18,850,19.5,0.517,0.361,NA,NA,NA,17.5,NA,NA,NA,NA,NA,2,0.8,2.8,0.161,NA,NA,NA,NA,NA
1971-72,31,BOS,NBA,SF,11,517,19.9,0.54,0.421,NA,NA,8.7,19.1,NA,NA,NA,NA,NA,1.3,0.2,1.5,0.141,NA,NA,NA,NA,NA
1972-73,32,BOS,NBA,SF,12,479,19.7,0.533,0.315,NA,NA,6.5,20,NA,NA,NA,NA,NA,1.3,0.4,1.7,0.166,NA,NA,NA,NA,NA
1973-74,33,BOS,NBA,SF,18,811,20.5,0.535,0.246,3.7,11.4,7.6,21.5,1.4,0.4,NA,NA,NA,2.4,1.2,3.5,0.208,NA,5.8,0,5.8,1.6
1974-75,34,BOS,NBA,SF,11,464,15.7,0.515,0.396,3.8,9.7,6.5,14.9,1.6,0.1,NA,NA,NA,1.1,0.1,1.2,0.124,NA,1.5,-0.1,1.4,0.4
1975-76,35,BOS,NBA,SF,15,505,13,0.493,0.261,3.8,8,5.9,15.6,1.1,0.6,NA,NA,NA,0.5,0.7,1.3,0.12,NA,1.7,0,1.7,0.5
1976-77,36,BOS,NBA,SF,9,375,12.6,0.437,0.299,4,9,6.5,23.9,1,0.6,NA,NA,NA,0,0.3,0.3,0.038,NA,0.3,-0.9,-0.5,0.1
Career,NA,,NBA,,172,6860,17.5,0.498,0.314,3.8,9.8,7,17.8,1.3,0.4,NA,NA,NA,10.9,8.3,19.3,0.135,NA,3,-0.2,2.8,2.6
