Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1962-63,22,BOS,NBA,SF,80,NA,2200,7.9,17.8,0.445,2.8,3.9,0.728,NA,NA,8.7,2.9,NA,NA,NA,3.1,18.7
1963-64,23,BOS,NBA,SF,80,NA,2587,8.9,21.4,0.417,4.4,5.9,0.746,NA,NA,6,3.3,NA,NA,NA,3.2,22.2
1964-65,24,BOS,NBA,SG,75,NA,2169,9.5,23.6,0.401,3.9,5.2,0.744,NA,NA,6.2,3.3,NA,NA,NA,3.3,22.8
1965-66,25,BOS,NBA,SF,71,NA,2175,8.8,22,0.399,4.5,5.8,0.785,NA,NA,7,3.5,NA,NA,NA,2.6,22.1
1966-67,26,BOS,NBA,SF,81,NA,2602,9.5,21.3,0.444,5,6.1,0.828,NA,NA,7.4,3.8,NA,NA,NA,2.9,24
1967-68,27,BOS,NBA,SG,82,NA,2921,8.2,19.1,0.429,4.5,5.6,0.812,NA,NA,6.7,4.7,NA,NA,NA,2.9,21
1968-69,28,BOS,NBA,SG,82,NA,3174,7.8,19.4,0.405,4.4,5.6,0.78,NA,NA,6.5,5,NA,NA,NA,2.8,20.1
1969-70,29,BOS,NBA,SG,81,NA,3369,7.9,16.9,0.464,5.2,6.2,0.844,NA,NA,6.8,5.9,NA,NA,NA,2.3,20.9
1970-71,30,BOS,NBA,SF,81,NA,3678,8.7,19.4,0.45,5.4,6.6,0.818,NA,NA,7.1,5.9,NA,NA,NA,2,22.9
1971-72,31,BOS,NBA,SF,82,NA,3698,8.7,19.1,0.458,4.5,5.3,0.834,NA,NA,6.5,6,NA,NA,NA,1.8,21.9
1972-73,32,BOS,NBA,SF,80,NA,3367,8.2,18.2,0.45,4,4.6,0.858,NA,NA,6.1,5.7,NA,NA,NA,2.1,20.3
1973-74,33,BOS,NBA,SF,76,NA,3091,8,17.5,0.456,4,4.8,0.832,1.6,4.1,5.7,5.2,1.1,0.4,NA,2.3,20
1974-75,34,BOS,NBA,SF,82,NA,3132,7.4,16.2,0.455,3.3,3.8,0.87,1.8,3.8,5.6,5,1.3,0.2,NA,2.7,18.1
1975-76,35,BOS,NBA,SF,76,NA,2598,7,15.5,0.45,3.9,4.6,0.844,1.6,2.7,4.4,3.9,1.3,0.4,NA,2.8,17.9
1976-77,36,BOS,NBA,SF,79,NA,2913,7.2,15.9,0.452,2.9,3.6,0.816,1.3,3.4,4.7,4.9,1,0.2,NA,2.6,17.2
1977-78,37,BOS,NBA,SF,82,NA,2797,7,15.7,0.449,3,3.5,0.855,1.2,3.1,4.3,4.2,1.2,0.3,2.6,2.4,17
Career,NA,,NBA,,1270,NA,46471,8.1,18.5,0.439,4.2,5.1,0.815,1.5,3.4,6.2,4.7,1.2,0.3,2.6,2.5,20.4
