Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,33,BOS,NBA,SF,76,NA,3091,9.7,21.2,0.456,4.9,5.9,0.832,1.9,4.9,6.9,6.3,1.3,0.5,NA,2.8,24.2,NA,NA,96
1974-75,34,BOS,NBA,SF,82,NA,3132,9.3,20.4,0.455,4.2,4.8,0.87,2.2,4.8,7,6.2,1.6,0.2,NA,3.3,22.7,NA,NA,96
1975-76,35,BOS,NBA,SF,76,NA,2598,8.7,19.4,0.45,4.9,5.8,0.844,2,3.4,5.4,4.8,1.7,0.5,NA,3.5,22.3,NA,NA,98
1976-77,36,BOS,NBA,SF,79,NA,2913,8.9,19.7,0.452,3.6,4.4,0.816,1.7,4.2,5.9,6.1,1.3,0.3,NA,3.2,21.4,NA,NA,100
1977-78,37,BOS,NBA,SF,82,NA,2797,8.8,19.7,0.449,3.7,4.4,0.855,1.5,3.9,5.4,5.3,1.5,0.4,3.3,3,21.4,NA,101,103
Career,NA,,NBA,,395,NA,14531,9.1,20.1,0.439,4.3,5,0.815,1.9,4.3,6.2,5.8,1.5,0.4,0.6,3.2,22.5,NA,101,99
