Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1962-63,22,BOS,NBA,SF,11,NA,254,56,125,0.448,18,27,0.667,NA,NA,53,17,NA,NA,NA,28,130
1963-64,23,BOS,NBA,SF,10,NA,289,61,159,0.384,35,44,0.795,NA,NA,43,32,NA,NA,NA,26,157
1964-65,24,BOS,NBA,SG,12,NA,405,88,250,0.352,46,55,0.836,NA,NA,88,29,NA,NA,NA,44,222
1965-66,25,BOS,NBA,SF,17,NA,719,153,374,0.409,95,113,0.841,NA,NA,154,70,NA,NA,NA,69,401
1966-67,26,BOS,NBA,SF,9,NA,330,95,212,0.448,57,71,0.803,NA,NA,73,28,NA,NA,NA,30,247
1967-68,27,BOS,NBA,SG,19,NA,862,184,407,0.452,125,151,0.828,NA,NA,164,142,NA,NA,NA,67,493
1968-69,28,BOS,NBA,SG,18,NA,850,170,382,0.445,118,138,0.855,NA,NA,179,100,NA,NA,NA,58,458
1971-72,31,BOS,NBA,SF,11,NA,517,108,235,0.46,85,99,0.859,NA,NA,92,70,NA,NA,NA,35,301
1972-73,32,BOS,NBA,SF,12,NA,479,112,235,0.477,61,74,0.824,NA,NA,62,65,NA,NA,NA,24,285
1973-74,33,BOS,NBA,SF,18,NA,811,199,411,0.484,89,101,0.881,28,88,116,108,24,6,NA,43,487
1974-75,34,BOS,NBA,SF,11,NA,464,83,192,0.432,66,76,0.868,18,39,57,51,16,1,NA,38,232
1975-76,35,BOS,NBA,SF,15,NA,505,80,180,0.444,38,47,0.809,18,38,56,51,12,5,NA,32,198
1976-77,36,BOS,NBA,SF,9,NA,375,62,167,0.371,41,50,0.82,15,34,49,62,8,4,NA,33,165
Career,NA,,NBA,,172,NA,6860,1451,3329,0.436,874,1046,0.836,79,199,1186,825,60,16,NA,527,3776
