Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1962-63,22,BOS,NBA,SF,11,NA,23.1,5.1,11.4,0.448,1.6,2.5,0.667,NA,NA,4.8,1.5,NA,NA,NA,2.5,11.8
1963-64,23,BOS,NBA,SF,10,NA,28.9,6.1,15.9,0.384,3.5,4.4,0.795,NA,NA,4.3,3.2,NA,NA,NA,2.6,15.7
1964-65,24,BOS,NBA,SG,12,NA,33.8,7.3,20.8,0.352,3.8,4.6,0.836,NA,NA,7.3,2.4,NA,NA,NA,3.7,18.5
1965-66,25,BOS,NBA,SF,17,NA,42.3,9,22,0.409,5.6,6.6,0.841,NA,NA,9.1,4.1,NA,NA,NA,4.1,23.6
1966-67,26,BOS,NBA,SF,9,NA,36.7,10.6,23.6,0.448,6.3,7.9,0.803,NA,NA,8.1,3.1,NA,NA,NA,3.3,27.4
1967-68,27,BOS,NBA,SG,19,NA,45.4,9.7,21.4,0.452,6.6,7.9,0.828,NA,NA,8.6,7.5,NA,NA,NA,3.5,25.9
1968-69,28,BOS,NBA,SG,18,NA,47.2,9.4,21.2,0.445,6.6,7.7,0.855,NA,NA,9.9,5.6,NA,NA,NA,3.2,25.4
1971-72,31,BOS,NBA,SF,11,NA,47,9.8,21.4,0.46,7.7,9,0.859,NA,NA,8.4,6.4,NA,NA,NA,3.2,27.4
1972-73,32,BOS,NBA,SF,12,NA,39.9,9.3,19.6,0.477,5.1,6.2,0.824,NA,NA,5.2,5.4,NA,NA,NA,2,23.8
1973-74,33,BOS,NBA,SF,18,NA,45.1,11.1,22.8,0.484,4.9,5.6,0.881,1.6,4.9,6.4,6,1.3,0.3,NA,2.4,27.1
1974-75,34,BOS,NBA,SF,11,NA,42.2,7.5,17.5,0.432,6,6.9,0.868,1.6,3.5,5.2,4.6,1.5,0.1,NA,3.5,21.1
1975-76,35,BOS,NBA,SF,15,NA,33.7,5.3,12,0.444,2.5,3.1,0.809,1.2,2.5,3.7,3.4,0.8,0.3,NA,2.1,13.2
1976-77,36,BOS,NBA,SF,9,NA,41.7,6.9,18.6,0.371,4.6,5.6,0.82,1.7,3.8,5.4,6.9,0.9,0.4,NA,3.7,18.3
Career,NA,,NBA,,172,NA,39.9,8.4,19.4,0.436,5.1,6.1,0.836,1.5,3.8,6.9,4.8,1.1,0.3,NA,3.1,22
