,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,18,POR,NBA,2:46,0,1,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,-0.5
1997-98,19,POR,NBA,3:13,0,3,0,1,0,2,0,0,1,0,1,0,0,2,0,1,0,-0.4
1998-99,20,POR,NBA,11:07,2,3,0,0,2,3,3,6,3,3,4,1,0,1,1,4,5,4.5
1999-00,21,POR,NBA,9:17,1,5,0,0,1,5,2,3,2,1,3,1,0,1,0,2,4,2.9
2000-01,22,IND,NBA,46:09,8,16,0,1,8,15,3,6,5,16,20,3,0,6,4,6,16,12.6
2001-02,23,IND,NBA,45:49,13,24,0,1,13,24,6,8,2,9,11,2,1,3,4,6,30,21.7
2002-03,24,IND,NBA,49:47,9,16,0,1,9,16,13,16,11,19,22,1,1,5,4,5,25,24.4
2003-04,25,IND,NBA,41:56,14,24,0,1,14,24,11,16,5,10,14,3,3,4,4,5,37,24.9
2004-05,26,IND,NBA,47:01,11,25,0,2,11,25,14,18,5,10,13,6,3,5,6,6,26,20.0
2005-06,27,IND,NBA,42:23,12,18,0,1,12,17,13,14,4,11,15,2,1,4,6,6,37,38.0
2008-09,30,TOT,NBA,41:41,7,14,0,0,7,14,8,10,5,6,10,3,1,4,3,5,22,18.8
2008-09,30,MIA,NBA,41:41,7,14,0,0,7,14,8,10,5,6,10,3,1,4,3,5,22,18.8
2009-10,31,MIA,NBA,31:39,3,14,0,0,3,14,2,2,3,6,9,2,2,5,2,4,8,5.1
2010-11,32,BOS,NBA,28:14,6,7,0,0,6,7,4,5,5,6,9,2,1,4,2,5,12,11.4
2013-14,35,GSW,NBA,25:14,6,9,0,0,6,9,4,4,3,4,7,1,1,1,2,4,13,10.3
Career,,,,49:47,14,25,0,2,14,25,14,18,11,19,22,6,3,6,6,6,37,38.0
6 Seasons,,IND,NBA,49:47,14,25,0,2,14,25,14,18,11,19,22,6,3,6,6,6,37,38.0
4 Seasons,,POR,NBA,11:07,2,5,0,1,2,5,3,6,3,3,4,1,0,2,1,4,5,4.5
2 Seasons,,MIA,NBA,41:41,7,14,0,0,7,14,8,10,5,6,10,3,2,5,3,5,22,18.8
1 Season,,BOS,NBA,28:14,6,7,0,0,6,7,4,5,5,6,9,2,1,4,2,5,12,11.4
1 Season,,GSW,NBA,25:14,6,9,0,0,6,9,4,4,3,4,7,1,1,1,2,4,13,10.3
