Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,18,POR,NBA,PF,45,0,10.2,1.5,3.4,0.451,0,0,0,1.5,3.4,0.454,0.451,1,1.7,0.603,0.9,1.9,2.8,0.2,0,0.6,0.6,1,4.1
1997-98,19,POR,NBA,PF,60,9,13.5,1.9,3.9,0.485,0,0,0,1.9,3.8,0.489,0.485,0.8,1.5,0.506,1.3,2,3.4,0.3,0.3,1,0.9,1.7,4.5
1998-99,20,POR,NBA,PF,36,1,8.6,1,2.3,0.434,0,0,0,1,2.3,0.439,0.434,0.5,1,0.514,1.2,1.5,2.7,0.4,0.1,0.4,0.4,1.1,2.5
1999-00,21,POR,NBA,C,70,8,12.3,1.5,3.2,0.486,0,0,0,1.5,3.2,0.489,0.486,0.8,1.4,0.582,1.4,1.9,3.3,0.3,0.2,0.8,0.7,1.8,3.9
2000-01,22,IND,NBA,C,81,80,32.6,5,10.7,0.465,0,0.1,0,5,10.7,0.468,0.465,2.9,4.8,0.601,3.1,6.7,9.8,1.2,0.6,2.8,2,3.5,12.9
2001-02,23,IND,NBA,PF,72,72,37.6,7.5,15.7,0.479,0,0.2,0.071,7.5,15.5,0.484,0.48,3.9,5.7,0.688,2.6,7.9,10.5,1.6,0.6,2.3,2.4,3.7,19
2002-03,24,IND,NBA,PF,77,76,37.2,7.9,16.4,0.484,0.1,0.3,0.333,7.8,16.1,0.487,0.487,4.8,6.6,0.731,2.6,7.7,10.3,2,0.9,2.3,2.3,3.6,20.8
2003-04,25,IND,NBA,PF,78,78,35.7,7.8,17.9,0.434,0,0.2,0.111,7.8,17.7,0.438,0.435,4.5,5.9,0.757,2.5,7.5,10,2.1,0.8,2.6,2.3,3.2,20.1
2004-05,26,IND,NBA,PF,44,41,34.8,8.8,19.4,0.452,0,0.1,0.167,8.8,19.3,0.454,0.453,6.7,8.9,0.754,1.9,6.9,8.8,1.9,0.6,2,3,3.9,24.3
2005-06,27,IND,NBA,PF,51,47,35.3,7.5,15.8,0.472,0.1,0.2,0.3,7.4,15.6,0.474,0.474,5.1,7.2,0.709,2,7.3,9.3,2.6,0.5,2.3,3,3.5,20.1
2006-07,28,IND,NBA,C,69,69,35.6,7.2,16.5,0.436,0,0.1,0,7.2,16.4,0.439,0.436,5,6.5,0.767,2.2,7.4,9.6,2.4,0.7,2.6,2.9,3.4,19.4
2007-08,29,IND,NBA,C,42,34,28.7,5.4,12.2,0.439,0,0.1,0,5.4,12.1,0.444,0.439,2.9,3.9,0.742,2,4.8,6.7,2.2,0.5,2.1,2.5,3.1,13.6
2008-09,30,TOT,NBA,C,68,61,29.8,5.4,11.3,0.474,0,0,0,5.4,11.3,0.475,0.474,2.6,3.3,0.788,1.9,4.5,6.4,1.8,0.4,2,2.1,3.1,13.3
2008-09,30,TOR,NBA,C,41,34,29.7,5.4,11.3,0.473,0,0,0,5.4,11.3,0.474,0.473,2.8,3.5,0.81,1.7,5.3,7,1.6,0.4,2,2.2,3.2,13.5
