,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1957-58,25,PHW,NBA,,1,5,2,2,1,0,0,4
Career,,,,,1,5,2,2,1,0,0,4
