Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Salim Stoudamire,,1.2,0.8,0.3
A.J. Price,94.9,1.2,0.7,0.3
Mike D'Antoni,91.1,1,0.8,0.3
Jimmer Fredette,89.7,1.1,0.8,0.3
MarShon Brooks,89.3,1.3,0.8,0.4
Si Green,85.4,1,0.8,0.4
Steve Alford,85.0,1.4,0.9,0.3
Dion Glover,84.3,0.9,0.8,0.3
Vonteego Cummings,83.8,1.3,0.6,0.2
Steve Henson,82.6,1.2,1.1,0.2
Brooks Thompson,82.6,1.1,0.6,0.1
