Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,24,SAC,NBA,C,1,0,18:06,6,7,0.857,0,0,NA,2,3,0.667,4,7,0,0,0,1,1,14
2015-16,25,SAC,NBA,C,1,0,11:36,5,5,1,1,1,1,0,0,NA,1,4,1,0,0,0,2,11
2016-17,26,SAC,NBA,C,1,0,2:27,1,3,0.333,1,3,0.333,0,0,NA,0,0,0,1,0,0,0,3
2017-18,27,NOP,NBA,C,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,3,0,32,12,15,0.8,2,4,0.5,2,3,0.667,5,11,1,1,0,1,3,28
