,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,27,ORL,NBA,SG,10,293,,93%,7%,,,+4.3,+5.6,4,1,12,0,6,2,24,3,3
2009-10,29,SAS,NBA,SF,8,55,,1%,80%,19%,,-7.7,-3.8,2,0,5,0,0,3,4,0,1
2010-11,30,CHI,NBA,SG,16,307,,100%,,,,+6.4,+3.0,3,3,10,1,1,6,26,0,2
2012-13,32,BRK,NBA,SG,2,23,,92%,8%,,,-2.7,-4.8,0,1,1,0,0,0,4,0,0
Career,,,NBA,,36,678,,89%,10%,2%,,+4.0,+3.3,9,5,28,1,7,11,58,3,6
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHI,NBA,,16,307,,100%,,,,+6.4,+3.0,3,3,10,1,1,6,26,0,2
1 season,,ORL,NBA,,10,293,,93%,7%,,,+4.3,+5.6,4,1,12,0,6,2,24,3,3
1 season,,SAS,NBA,,8,55,,1%,80%,19%,,-7.7,-3.8,2,0,5,0,0,3,4,0,1
1 season,,BRK,NBA,,2,23,,92%,8%,,,-2.7,-4.8,0,1,1,0,0,0,4,0,0
