Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2003-04,23,ORL,NBA,SF,73,1787,11,0.499,0.412,0.227,6.6,13.7,10.1,8.7,1.4,0.4,13.1,14.5,NA,1.3,0,1.3,0.034,NA,-0.5,-2,-2.4,-0.2
2004-05,24,CHA,NBA,SG,74,1791,10.4,0.465,0.251,0.266,4.6,10.1,7.2,12.6,2,0.3,13.7,22,NA,-1,1.1,0.1,0.002,NA,-2.6,-1.3,-3.9,-0.9
2005-06,25,TOT,NBA,SG-SF,72,1912,10.7,0.497,0.368,0.342,3.3,12.4,7.8,11.2,2,0.4,12.6,17.2,NA,0.3,2,2.3,0.058,NA,-1.8,0.5,-1.4,0.3
2005-06,25,CHA,NBA,SG,39,848,12.4,0.51,0.34,0.365,3.7,11.3,7.2,8.7,2.4,0.3,10.9,19.6,NA,0.4,0.7,1.2,0.066,NA,-1.1,0,-1,0.2
2005-06,25,HOU,NBA,SF,33,1064,9.3,0.482,0.398,0.316,2.9,13.3,8.2,13.3,1.6,0.5,14.4,15.3,NA,-0.1,1.3,1.2,0.053,NA,-2.5,0.9,-1.6,0.1
2006-07,26,ORL,NBA,SG,59,990,9.2,0.546,0.559,0.257,2,9.4,5.8,9.5,1.5,0.2,14.4,14.9,NA,0.7,1,1.7,0.08,NA,-1.6,0.1,-1.5,0.1
2007-08,27,ORL,NBA,SG,82,2198,10.9,0.559,0.696,0.187,2.3,11.3,7,7.1,1.4,0.3,7.7,14.4,NA,2.6,2.3,4.9,0.106,NA,0.1,0.5,0.6,1.4
2008-09,28,TOT,NBA,SG,65,1272,9.7,0.521,0.673,0.176,2.8,15.6,9.1,7.7,1.8,0.2,10.5,14,NA,0.7,1.9,2.5,0.096,NA,-1.4,1,-0.4,0.5
2008-09,28,ORL,NBA,SG,36,787,8,0.509,0.72,0.137,2.2,13.4,7.9,5.9,1.5,0.2,9.3,12,NA,0.3,1.2,1.5,0.093,NA,-2.1,1.5,-0.6,0.3
2008-09,28,MIL,NBA,SG,29,485,12.5,0.535,0.617,0.221,3.7,19.1,11.1,10.5,2.1,0.3,11.9,17.2,NA,0.4,0.6,1,0.101,NA,-0.3,0.3,0,0.2
2009-10,29,SAS,NBA,SF,79,1559,7.7,0.542,0.658,0.168,1.9,11.2,6.6,8.5,1.5,0.6,14.2,11,NA,0.7,1.9,2.6,0.081,NA,-2.7,1.5,-1.2,0.3
2010-11,30,CHI,NBA,SG,82,1461,9,0.559,0.772,0.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,NA,1.4,2.2,3.6,0.118,NA,-1.5,1.4,-0.2,0.7
2011-12,31,NJN,NBA,SF,5,94,4.8,0.453,0.571,0.238,6,7.6,6.8,5.1,1.1,0,11.5,12.8,NA,0,0,0,-0.005,NA,-5.2,-2.7,-7.9,-0.1
2012-13,32,BRK,NBA,SG,74,1408,6.7,0.533,0.863,0.06,1.3,8.8,5,8.1,1.1,0.2,14.4,11.2,NA,0.7,0.7,1.4,0.047,NA,-2.3,-0.3,-2.6,-0.2
2013-14,33,BOS,NBA,SG,6,55,9.9,0.82,1,0.5,0,6.4,3.1,7.7,0.9,0,12,6.7,NA,0.1,0,0.1,0.121,NA,-1.4,-0.6,-2,0
Career,NA,,NBA,,671,14527,9.6,0.517,0.537,0.215,3.1,11.4,7.3,9.3,1.6,0.4,12.2,14.7,NA,7.4,13,20.4,0.068,NA,-1.6,0.1,-1.5,1.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ORL,NBA,,250,5762,10.2,0.532,0.588,0.205,3.6,12,7.9,7.9,1.4,0.3,10.8,14.2,NA,4.8,4.5,9.3,0.077,NA,-0.7,-0.2,-0.9,1.6
2 seasons,NA,CHA,NBA,,113,2639,11,0.478,0.278,0.295,4.3,10.5,7.2,11.3,2.1,0.3,12.9,21.3,NA,-0.6,1.8,1.2,0.022,NA,-2.1,-0.9,-3,-0.7
1 season,NA,CHI,NBA,,82,1461,9,0.559,0.772,0.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,NA,1.4,2.2,3.6,0.118,NA,-1.5,1.4,-0.2,0.7
2 seasons,NA,"NJN,BRK",NBA,,79,1502,6.5,0.528,0.843,0.072,1.6,8.7,5.1,7.9,1.1,0.2,14.2,11.3,NA,0.7,0.7,1.4,0.044,NA,-2.5,-0.5,-3,-0.4
1 season,NA,SAS,NBA,,79,1559,7.7,0.542,0.658,0.168,1.9,11.2,6.6,8.5,1.5,0.6,14.2,11,NA,0.7,1.9,2.6,0.081,NA,-2.7,1.5,-1.2,0.3
1 season,NA,HOU,NBA,,33,1064,9.3,0.482,0.398,0.316,2.9,13.3,8.2,13.3,1.6,0.5,14.4,15.3,NA,-0.1,1.3,1.2,0.053,NA,-2.5,0.9,-1.6,0.1
1 season,NA,MIL,NBA,,29,485,12.5,0.535,0.617,0.221,3.7,19.1,11.1,10.5,2.1,0.3,11.9,17.2,NA,0.4,0.6,1,0.101,NA,-0.3,0.3,0,0.2
1 season,NA,BOS,NBA,,6,55,9.9,0.82,1,0.5,0,6.4,3.1,7.7,0.9,0,12,6.7,NA,0.1,0,0.1,0.121,NA,-1.4,-0.6,-2,0
