Season,Team,Lg,Salary
1991-92,Utah Jazz,NBA,"$600,000"
1992-93,Milwaukee Bucks,NBA,"$700,000"
1993-94,Milwaukee Bucks,NBA,"$800,000"
1994-95,Milwaukee Bucks,NBA,"$1,000,000"
1995-96,Vancouver Grizzlies,NBA,"$2,000,000"
1997-98,Miami Heat,NBA,"$272,250"
1998-99,New Jersey Nets,NBA,"$1,750,000"
1999-00,Los Angeles Clippers,NBA,"$1,925,000"
2000-01,Detroit Pistons,NBA,"$2,100,000"
Career,(may be incomplete),,"$11,147,250"
