Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Scott Roth,,0.7,0.3,0.1
Jamie Watson,95.3,0.8,0.3,0.1
Cartier Martin,87.9,0.8,0.4,0.1
Brian Skinner,84.2,0.9,0.3,0.1
Hank McDowell,83.5,0.7,0.4,0.1
Reggie Slater,79.3,0.8,0.4,-0.1
Michael Smith,77.5,0.7,0.3,0.3
Christian Wood,77.1,0.8,0.3,0.3
Jackie Moore,76.8,0.9,0.5,NA
Ansu Sesay,75.6,0.8,0.5,-0.1
Joey Dorsey,75.3,0.8,0.1,0
