Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1970-71,22,MIL,NBA,SG,29,NA,300,3.2,9.4,0.346,1.3,1.8,0.733,2.9,2.3,4,7.8
1971-72,23,TOT,NBA,SG,46,NA,238,6.1,15.1,0.4,2.4,3.5,0.696,5.3,3.5,4.4,14.5
1971-72,23,MIL,NBA,SG,19,NA,109,3,11.6,0.257,3.6,4.3,0.846,5.9,2.3,2.6,9.6
1971-72,23,PHO,NBA,SG,27,NA,129,8.7,18.1,0.477,1.4,2.8,0.5,4.7,4.5,5.9,18.7
Career,NA,,NBA,,75,NA,538,4.5,11.9,0.376,1.8,2.5,0.711,3.9,2.8,4.1,10.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,48,NA,409,3.2,9.9,0.319,1.9,2.5,0.786,3.7,2.3,3.6,8.3
1 season,NA,PHO,NBA,,27,NA,129,8.7,18.1,0.477,1.4,2.8,0.5,4.7,4.5,5.9,18.7
