,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1979-80,21,STLOUIS,27,941,172,336,,,126,181,,117,,,,,,470,.512,,.696,34.9,17.4,4.3,
1980-81,22,STLOUIS,27,969,227,392,,,125,172,,125,,,,,,579,.579,,.727,35.9,21.4,4.6,
Career,,,54,1910,399,728,,,251,353,,242,,,,,,1049,.548,,.711,35.4,19.4,4.5,
