Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bud Palmer,,7.4,7.2,3.9
Bob Gross,99.2,7.4,7.1,3.8
Chandler Parsons,95.1,7.6,7,3.4
Derrick McKey,93.9,7.4,6.3,4.1
Dale Davis,93.7,7,6.9,3.4
Kevin McHale,93.5,7.5,7.5,4.7
Serge Ibaka,92.8,7.6,6.2,3.7
David Lee,92.2,7.4,6.9,2.7
Tom Sanders,92.1,7.2,6.8,3
A.C. Green,91.9,7.9,7.6,3.3
John Havlicek,91.2,7.7,6.4,4.5
