Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Alexey Shved,,2.2,0.8,0.2
Win Wilfong,92.9,2.1,0.6,0.2
Malik Sealy,89.9,2.1,0.6,0.2
Cory Alexander,89.5,2.2,1.1,0.2
John Crotty,87.2,2.1,1,0.3
Ben McLemore,86.6,2.5,0.8,0.3
Trajan Langdon,86.5,2,0.6,0.3
Joe Hassett,86.3,2,0.9,0.5
Bubbles Hawkins,86.2,1.9,0.6,0.3
Shelvin Mack,86.1,2.3,0.7,0.5
Jerry Eaves,85.8,2,0.7,0
