,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,24,MIN,NBA,SG,77,1840,2%,77%,22%,,,-1.7,+1.0,85,36,52,8,61,14,636,11,38
2013-14,25,MIN,NBA,SG,63,664,11%,87%,3%,,,-2.2,-5.7,28,14,15,2,44,5,153,10,15
2014-15,26,TOT,NBA,SG,42,767,26%,71%,3%,,,-9.8,-4.9,30,14,27,1,63,4,234,9,26
2014-15,26,PHI,NBA,SG,17,285,56%,41%,3%,,,-17.7,-8.9,10,6,12,1,26,1,103,4,5
2014-15,26,HOU,NBA,SG,9,59,46%,45%,9%,,,-0.8,-4.5,1,3,1,0,4,0,7,1,3
2014-15,26,NYK,NBA,SG,16,423,3%,95%,2%,,,-5.6,+5.2,19,5,14,0,33,3,124,4,18
Career,,,NBA,,182,3271,9%,77%,13%,,,-3.7,-1.7,143,64,94,11,168,23,1023,30,79
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIN,NBA,,140,2504,4%,79%,17%,,,-1.8,-0.8,113,50,67,10,105,19,789,21,53
1 season,,PHI,NBA,,17,285,56%,41%,3%,,,-17.7,-8.9,10,6,12,1,26,1,103,4,5
1 season,,NYK,NBA,,16,423,3%,95%,2%,,,-5.6,+5.2,19,5,14,0,33,3,124,4,18
1 season,,HOU,NBA,,9,59,46%,45%,9%,,,-0.8,-4.5,1,3,1,0,4,0,7,1,3
