,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,33,MIN,NBA,PF,7,30,,,24%,61%,15%,+18.2,+16.8,2,0,3,1,1,0,3,0,0
Career,,,NBA,,7,30,,,24%,61%,15%,+18.2,+16.8,2,0,3,1,1,0,3,0,0
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIN,NBA,,7,30,,,24%,61%,15%,+18.2,+16.8,2,0,3,1,1,0,3,0,0
