Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Daniel Orton,,0.5,0.3,0.3
Dave Feitl,90.3,0.5,0.4,0.3
Shawnelle Scott,83.1,0.5,0.2,0.2
Olumide Oyedeji,80.0,0.4,0.4,0.3
Alan Ogg,72.7,0.5,0.3,0
Isaac Austin,67.6,0.3,0.3,0.2
Eric Riley,66.9,0.6,0.5,0.4
Steve Scheffler,66.6,0.6,0.6,0.3
Mamadou N'Diaye,65.2,0.6,0.3,0
Jason Collier,62.7,0.4,0.3,0
Cole Aldrich,62.0,0.6,0.6,0.2
