,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,21,PHO,NBA,C,57,947,,,,,100%,-2.8,-6.8,13,22,59,20,42,0,40,5,26
2001-02,22,PHO,NBA,C,67,1582,,,,,100%,+0.8,+2.6,16,30,86,19,81,0,50,16,53
2002-03,23,PHO,NBA,C,33,543,,,,,100%,-6.1,-8.4,11,3,39,5,30,0,26,6,25
2003-04,24,MEM,NBA,C,40,533,,,,,100%,-1.6,-5.1,9,8,49,4,27,0,41,5,12
2004-05,25,MEM,NBA,C,31,278,,,,,100%,+2.6,-0.4,2,5,19,4,7,0,23,0,8
2005-06,26,MEM,NBA,C,51,732,,,,,100%,+9.6,+6.3,12,15,53,4,42,1,30,11,19
2006-07,27,TOT,NBA,C,36,390,,,,,100%,-3.2,-3.3,3,4,25,9,19,2,12,5,7
2006-07,27,MEM,NBA,C,23,258,,,,,100%,-5.6,0.0,3,4,16,6,11,1,5,4,4
2006-07,27,HOU,NBA,C,13,132,,,,,100%,+1.2,-4.7,0,0,9,3,8,1,7,1,3
Career,,,NBA,,315,5005,,,,,100%,+0.2,-1.3,66,87,330,65,248,3,222,48,150
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHO,NBA,,157,3072,,,,,100%,-1.6,-2.2,40,55,184,44,153,0,116,27,104
4 seasons,,MEM,NBA,,145,1801,,,,,100%,+3.0,+1.0,26,32,137,18,87,2,99,20,43
1 season,,HOU,NBA,,13,132,,,,,100%,+1.2,-4.7,0,0,9,3,8,1,7,1,3
