,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,LAL,NBA,PF,13,48,,,,14%,86%,+29.7,+16.9,1,0,2,0,3,0,9,1,3
2001-02,26,LAL,NBA,PF,7,10,,,,28%,73%,+40.0,+36.5,0,1,0,0,0,0,0,0,0
2002-03,27,LAL,NBA,PF,12,169,,,2%,70%,29%,-15.4,-21.7,5,1,13,2,7,0,28,2,5
2003-04,28,MIN,NBA,C,17,222,,,,20%,80%,-2.9,-3.6,1,5,11,1,9,0,5,2,2
Career,,,NBA,,49,449,,,1%,38%,61%,-3.2,-7.4,7,7,26,3,19,0,42,5,10
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,32,227,,,1%,56%,43%,-3.4,-11.0,6,2,15,2,10,0,37,3,8
1 season,,MIN,NBA,,17,222,,,,20%,80%,-2.9,-3.6,1,5,11,1,9,0,5,2,2
