Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,24,TOT,NBA,SG,61,NA,NA,0.361,0.351,NA,NA,NA,NA,NA,-0.3,2,1.7,NA
1949-50,24,TRI,NBA,SG,26,NA,NA,0.38,0.431,NA,NA,NA,NA,NA,0,0.5,0.5,NA
1949-50,24,AND,NBA,SG,35,NA,NA,0.342,0.278,NA,NA,NA,NA,NA,-0.4,1.6,1.2,NA
1951-52,26,TOT,NBA,SG,29,626,11.2,0.381,0.452,NA,NA,NA,NA,NA,-0.5,0.4,-0.1,-0.008
1951-52,26,BLB,NBA,SG,19,341,13,0.387,0.466,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,-0.01
1951-52,26,MLH,NBA,SG,10,285,9,0.37,0.429,NA,NA,NA,NA,NA,-0.2,0.2,0,-0.005
Career,NA,,NBA,,90,626,11.2,0.37,0.398,NA,NA,NA,NA,NA,-0.9,2.4,1.6,-0.008
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"TRI,MLH",NBA,,36,285,9,0.376,0.43,NA,NA,NA,NA,NA,-0.2,0.7,0.5,-0.005
1 season,NA,AND,NBA,,35,NA,NA,0.342,0.278,NA,NA,NA,NA,NA,-0.4,1.6,1.2,NA
1 season,NA,BLB,NBA,,19,341,13,0.387,0.466,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,-0.01
