Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24,TOT,NBA,SG,61,,,1.4,4.7,.299,1.1,1.7,.673,,1.2,2.5,3.9
1949-50,24,TRI,NBA,SG,26,,,1.6,5.3,.307,1.5,2.3,.678,,1.2,2.5,4.8
1949-50,24,AND,NBA,SG,35,,,1.3,4.3,.291,0.8,1.2,.667,,1.2,2.5,3.3
1950-51,25,Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL)
1951-52,26,TOT,NBA,SG,29,,21.6,2.9,8.7,.329,2.2,3.9,.561,3.5,2.2,3.2,7.9
1951-52,26,BLB,NBA,SG,19,,17.9,2.9,8.5,.342,2.1,3.9,.533,3.7,1.7,2.7,7.9
1951-52,26,MLH,NBA,SG,10,,28.5,2.8,9.1,.308,2.4,3.9,.615,3.1,3.2,4.1,8.0
Career,NA,,NBA,,90,,21.6,1.9,6.0,.313,1.5,2.4,.614,3.5,1.5,2.7,5.2
,NA,,,,,,,,,,,,,,,,
2 seasons,NA,"TRI,MLH",NBA,,36,,28.5,1.9,6.3,.307,1.8,2.7,.653,3.1,1.8,2.9,5.7
1 season,NA,AND,NBA,,35,,,1.3,4.3,.291,0.8,1.2,.667,,1.2,2.5,3.3
1 season,NA,BLB,NBA,,19,,17.9,2.9,8.5,.342,2.1,3.9,.533,3.7,1.7,2.7,7.9
