Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1966-67,25,NYK,NBA,SG,19,NA,192,44,116,0.379,24,38,0.632,48,12,39,112
1967-68,26,TOT,NBA,SG,69,NA,1182,224,507,0.442,111,179,0.62,195,141,171,559
1967-68,26,NYK,NBA,SG,31,NA,426,65,177,0.367,37,59,0.627,83,46,67,167
1967-68,26,LAL,NBA,SG,38,NA,756,159,330,0.482,74,120,0.617,112,95,104,392
1968-69,27,LAL,NBA,SG,81,NA,1690,211,454,0.465,83,154,0.539,215,154,224,505
1969-70,28,MIL,NBA,SG,77,NA,1331,243,506,0.48,101,148,0.682,184,225,181,587
1970-71,29,TOT,NBA,SG,51,NA,652,110,281,0.391,48,98,0.49,104,78,77,268
1970-71,29,BUF,NBA,SG,15,NA,203,36,106,0.34,16,26,0.615,35,24,18,88
1970-71,29,PHI,NBA,SG,36,NA,449,74,175,0.423,32,72,0.444,69,54,59,180
Career,NA,,NBA,,297,NA,5047,832,1864,0.446,367,617,0.595,746,610,692,2031
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,119,NA,2446,370,784,0.472,157,274,0.573,327,249,328,897
1 season,NA,MIL,NBA,,77,NA,1331,243,506,0.48,101,148,0.682,184,225,181,587
2 seasons,NA,NYK,NBA,,50,NA,618,109,293,0.372,61,97,0.629,131,58,106,279
1 season,NA,PHI,NBA,,36,NA,449,74,175,0.423,32,72,0.444,69,54,59,180
1 season,NA,BUF,NBA,,15,NA,203,36,106,0.34,16,26,0.615,35,24,18,88
