Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1966-67,25,NYK,NBA,SG,4,NA,112,31,73,0.425,6,12,0.5,24,16,16,68
1967-68,26,LAL,NBA,SG,15,NA,257,36,83,0.434,19,35,0.543,35,16,41,91
1968-69,27,LAL,NBA,SG,5,NA,20,2,4,0.5,0,1,0,3,3,4,4
1969-70,28,MIL,NBA,SG,10,NA,208,34,88,0.386,20,24,0.833,35,37,27,88
1970-71,29,PHI,NBA,SG,1,NA,9,2,4,0.5,3,4,0.75,0,1,1,7
Career,NA,,NBA,,35,NA,606,105,252,0.417,48,76,0.632,97,73,89,258
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,20,NA,277,38,87,0.437,19,36,0.528,38,19,45,95
1 season,NA,MIL,NBA,,10,NA,208,34,88,0.386,20,24,0.833,35,37,27,88
1 season,NA,NYK,NBA,,4,NA,112,31,73,0.425,6,12,0.5,24,16,16,68
1 season,NA,PHI,NBA,,1,NA,9,2,4,0.5,3,4,0.75,0,1,1,7
