Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,24,TRH,BAA,NA,60,NA,NA,0.336,0.344,NA,NA,NA,NA,NA,3,1.4,4.4,NA
1949-50,27,TOT,NBA,NA,8,NA,NA,0.262,0.333,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
1949-50,27,BLB,NBA,NA,3,NA,NA,0.316,0.6,NA,NA,NA,NA,NA,0,0,0,NA
1949-50,27,STB,NBA,NA,5,NA,NA,0.23,0.2,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
Career,NA,,TOT,NA,68,NA,NA,0.335,0.343,NA,NA,NA,NA,NA,2.9,1.4,4.3,NA
,NA,,BAA,NA,60,NA,NA,0.336,0.344,NA,NA,NA,NA,NA,3,1.4,4.4,NA
,NA,,NBA,NA,8,NA,NA,0.262,0.333,NA,NA,NA,NA,NA,-0.2,0,-0.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,TRH,BAA,NA,60,NA,NA,0.336,0.344,NA,NA,NA,NA,NA,3,1.4,4.4,NA
1 season,NA,STB,NBA,NA,5,NA,NA,0.23,0.2,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1 season,NA,BLB,NBA,NA,3,NA,NA,0.316,0.6,NA,NA,NA,NA,NA,0,0,0,NA
