Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,NA,PTP,ABA,NA,2,NA,27,3,7,0.429,0,0,NA,3,7,0.429,0.429,0,0,NA,1,10,11,1,2,5,6
Career,NA,,ABA,NA,2,NA,27,3,7,0.429,0,0,NA,3,7,0.429,0.429,0,0,NA,1,10,11,1,2,5,6
