,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,22,POR,NBA,SG,79,1599,16%,80%,4%,,,-12.6,-2.6,47,28,65,16,64,13,482,16,20
2006-07,23,POR,NBA,PG,79,2651,94%,6%,,,,-6.4,-4.1,81,53,83,24,78,12,920,19,31
2007-08,24,POR,NBA,SG,82,2229,43%,57%,,,,-4.3,-6.9,82,50,56,23,98,16,696,28,38
2008-09,25,IND,NBA,SG,82,2716,38%,62%,,,,-0.4,+2.5,97,48,72,16,94,16,796,24,46
2009-10,26,TOR,NBA,PG,82,2243,83%,17%,,,,-2.4,-0.7,90,44,69,13,90,26,911,22,38
2010-11,27,TOT,NBA,SG-PG,83,1722,72%,28%,,,,-5.8,-3.4,56,32,43,12,78,17,530,13,40
2010-11,27,TOR,NBA,PG,13,347,95%,5%,,,,-8.6,-1.9,18,9,12,2,16,7,129,5,7
2010-11,27,NOH,NBA,SG,70,1375,66%,34%,,,,-5.1,-8.8,38,23,31,10,62,10,401,8,33
2011-12,28,NOH,NBA,PG,45,1530,98%,2%,,,,-9.4,-10.0,49,37,42,9,45,15,609,9,29
2012-13,29,GSW,NBA,SG,79,2349,34%,66%,,,,+1.2,+0.4,90,44,58,11,57,18,1005,11,26
2013-14,30,CLE,NBA,PG,80,2252,50%,50%,,,,-5.5,-4.6,79,32,63,6,49,8,749,10,34
2014-15,31,BRK,NBA,PG,80,2241,70%,30%,,,,-7.9,-10.9,111,51,55,14,75,9,837,13,28
2015-16,32,BRK,NBA,PG,32,1027,89%,11%,,,,-6.0,+2.1,64,23,25,4,33,5,509,3,23
2016-17,33,NOP,NBA,PG,2,33,90%,10%,,,,-13.6,-11.8,1,1,1,0,1,0,12,0,0
2017-18,34,NYK,NBA,PG,62,1548,97%,3%,,,,-0.9,+4.9,72,34,40,5,29,9,794,7,20
Career,,,NBA,,867,24140,63%,37%,,,,-4.7,-2.9,919,477,672,153,791,164,8850,175,373
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,240,6479,57%,42%,1%,,,-7.2,-4.7,210,131,204,63,240,41,2098,63,89
3 seasons,,"NOH,NOP",NBA,,117,2938,83%,17%,,,,-7.4,-9.5,88,61,74,19,108,25,1022,17,62
2 seasons,,BRK,NBA,,112,3268,76%,24%,,,,-7.3,-6.8,175,74,80,18,108,14,1346,16,51
2 seasons,,TOR,NBA,,95,2590,85%,15%,,,,-3.2,-0.9,108,53,81,15,106,33,1040,27,45
1 season,,IND,NBA,,82,2716,38%,62%,,,,-0.4,+2.5,97,48,72,16,94,16,796,24,46
1 season,,CLE,NBA,,80,2252,50%,50%,,,,-5.5,-4.6,79,32,63,6,49,8,749,10,34
1 season,,GSW,NBA,,79,2349,34%,66%,,,,+1.2,+0.4,90,44,58,11,57,18,1005,11,26
1 season,,NYK,NBA,,62,1548,97%,3%,,,,-0.9,+4.9,72,34,40,5,29,9,794,7,20
