,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,30,NJN,NBA,SG,73,2071,2%,96%,3%,,,-5.2,+1.0,38,20,59,5,58,0,296,12,35
2001-02,31,NJN,NBA,SG,74,1553,,93%,7%,,,+3.2,-1.9,33,17,40,8,56,0,259,13,31
2002-03,32,NJN,NBA,SG,77,1973,2%,88%,10%,,,+3.4,-5.0,32,24,34,10,64,0,340,8,35
2003-04,33,NJN,NBA,PG,69,1504,61%,39%,,,,+2.7,-0.2,32,20,20,1,31,0,303,6,17
2004-05,34,CLE,NBA,SG,73,1128,4%,86%,10%,,,-2.4,-4.4,13,11,23,2,22,0,104,1,8
Career,,,NBA,,366,8229,13%,81%,6%,,,+0.3,-1.9,148,92,176,26,231,0,1302,40,126
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,NJN,NBA,,293,7101,14%,81%,5%,,,+0.7,-1.6,135,81,153,24,209,0,1198,39,118
1 season,,CLE,NBA,,73,1128,4%,86%,10%,,,-2.4,-4.4,13,11,23,2,22,0,104,1,8
