Season,Team,Lg,Salary
1993-94,Dallas Mavericks,NBA,"$350,000"
1994-95,Dallas Mavericks,NBA,"$455,000"
1995-96,Dallas Mavericks,NBA,"$725,000"
1996-97,Philadelphia 76ers,NBA,"$1,200,000"
1997-98,New Jersey Nets,NBA,"$1,440,000"
1998-99,New Jersey Nets,NBA,"$1,680,000"
1999-00,New Jersey Nets,NBA,"$1,920,000"
2000-01,New Jersey Nets,NBA,"$2,160,000"
2001-02,New Jersey Nets,NBA,"$2,400,000"
2002-03,New Jersey Nets,NBA,"$2,640,000"
2003-04,New Jersey Nets,NBA,"$2,500,000"
2004-05,Cleveland Cavaliers,NBA,"$2,500,000"
Career,(may be incomplete),,"$19,970,000"
