Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,27,ANA,ABA,NA,1,NA,16,2.3,18,0.125,0,0,NA,2.3,18,0.125,2.3,9,0.25,NA,NA,4.5,0,2.3,0,6.8
Career,NA,,ABA,NA,1,NA,16,2.3,18,0.125,0,0,NA,2.3,18,0.125,2.3,9,0.25,NA,NA,4.5,0,2.3,0,6.8
