Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989-90,23,HOU,NBA,PF,51,0,331,4.6,8.3,0.553,0,0,NA,4.6,8.3,0.553,1.4,3,0.464,3.9,7.9,11.9,0.8,1.2,2,3.5,7.5,10.5
1990-91,24,HOU,NBA,PF,42,0,343,3.7,8.7,0.422,0,0.1,0,3.7,8.6,0.427,0.7,1.8,0.412,4.5,6,10.5,0.8,2,1,3.1,3.7,8.1
1994-95,28,HOU,NBA,PF,7,0,30,1.2,4.8,0.25,0,0,NA,1.2,4.8,0.25,3.6,7.2,0.5,1.2,10.8,12,0,1.2,0,1.2,7.2,6
1995-96,29,IND,NBA,PF,51,1,327,5.1,9.1,0.554,0,0,NA,5.1,9.1,0.554,2,4,0.5,4.6,7.5,12.1,0.7,1,0.6,3.9,8,12.1
1996-97,30,TOT,NBA,PF,45,0,569,2.5,5.8,0.435,0,0.1,0,2.5,5.7,0.444,1.3,3.2,0.42,3.7,6.9,10.6,0.8,1,0.5,1.8,5.5,6.4
1996-97,30,NJN,NBA,PF,18,0,204,1.8,6.2,0.286,0,0.4,0,1.8,5.8,0.303,1.6,3,0.529,3.5,6.4,9.9,0.9,1.4,0.2,2.1,4.8,5.1
1996-97,30,PHI,NBA,PF,27,0,365,3,5.6,0.526,0,0,NA,3,5.6,0.526,1.2,3.3,0.364,3.7,7.2,10.9,0.7,0.8,0.7,1.6,5.9,7.1
1997-98,31,DAL,NBA,PF,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
Career,NA,,NBA,,197,1,1603,3.7,7.6,0.485,0,0.1,0,3.7,7.5,0.49,1.4,3.1,0.453,4,7.1,11.1,0.7,1.3,0.9,2.8,6.1,8.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,100,0,704,4,8.3,0.479,0,0.1,0,4,8.3,0.481,1.2,2.6,0.451,4.1,7.1,11.2,0.8,1.6,1.4,3.2,5.6,9.2
1 season,NA,IND,NBA,,51,1,327,5.1,9.1,0.554,0,0,NA,5.1,9.1,0.554,2,4,0.5,4.6,7.5,12.1,0.7,1,0.6,3.9,8,12.1
1 season,NA,PHI,NBA,,27,0,365,3,5.6,0.526,0,0,NA,3,5.6,0.526,1.2,3.3,0.364,3.7,7.2,10.9,0.7,0.8,0.7,1.6,5.9,7.1
1 season,NA,NJN,NBA,,18,0,204,1.8,6.2,0.286,0,0.4,0,1.8,5.8,0.303,1.6,3,0.529,3.5,6.4,9.9,0.9,1.4,0.2,2.1,4.8,5.1
1 season,NA,DAL,NBA,,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
