Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6
Adrian Caldwell,,0.4,0.3,0.2,0.1,0,0
Mark Randall,74.8,0.5,0.3,0.2,0,NA,NA
Jamal Sampson,70.2,0.5,0.4,0.2,0.2,0,NA
Alex Poythress,67.3,0.5,0.3,0.1,NA,NA,NA
Anthony Cook,67.2,0.5,0.4,0.1,0.1,NA,NA
Gene James,66.4,0.5,0.3,0.1,NA,NA,NA
Quincy Lewis,63.0,0.3,0.3,0.1,0,NA,NA
Roderick McDonald,62.6,0.5,0.5,0.2,NA,NA,NA
Bill Curley,59.8,0.7,0.5,0.2,0.2,0,NA
Obinna Ekezie,53.0,0.7,0.5,0.4,0.2,NA,NA
Troy Williams,53.0,0.5,0.4,0.4,NA,NA,NA
