,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,24,UTA,NBA,SG,14,73,,57%,43%,,,+4.4,-1.3,3,1,3,1,10,0,2,3,3
2010-11,25,TOT,NBA,SG,17,322,,74%,26%,,,+4.4,+5.6,7,2,8,2,19,9,46,2,11
2010-11,25,SAS,NBA,SG,1,8,,85%,15%,,,+7.7,+1.2,1,0,0,0,0,0,3,0,0
2010-11,25,WAS,NBA,SG,16,314,,74%,26%,,,+4.4,+13.6,6,2,8,2,19,9,43,2,11
2013-14,28,TOT,NBA,SG,6,47,28%,63%,10%,,,+34.5,+29.4,0,0,0,1,2,0,2,0,0
2013-14,28,SAS,NBA,SG,4,34,,87%,13%,,,+36.2,+28.2,0,0,0,0,1,0,2,0,0
2013-14,28,MIN,NBA,SG,2,13,100%,,,,,+29.9,+27.4,0,0,0,1,1,0,0,0,0
Career,,,NBA,,37,442,3%,70%,27%,,,+7.6,+7.0,10,3,11,4,31,9,50,5,14
,,,,,,,,,,,,,,,,,,,,,,
1 season,,WAS,NBA,,16,314,,74%,26%,,,+4.4,+13.6,6,2,8,2,19,9,43,2,11
1 season,,UTA,NBA,,14,73,,57%,43%,,,+4.4,-1.3,3,1,3,1,10,0,2,3,3
2 seasons,,SAS,NBA,,5,42,,86%,14%,,,+30.7,+23.1,1,0,0,0,1,0,5,0,0
1 season,,MIN,NBA,,2,13,100%,,,,,+29.9,+27.4,0,0,0,1,1,0,0,0,0
