Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2009-10,24,UTA,NBA,SG,14,73,13.6,0.495,0,0.655,13.3,17.4,15.4,2.1,2.8,0,13.8,26.7,NA,0,0.1,0.1,0.067,NA,-3.7,-1,-4.6,0
2010-11,25,TOT,NBA,SG,17,322,13.3,0.546,0.062,0.708,8.5,15.4,11.9,9.3,2.7,0,14.1,13.6,NA,0.4,0.3,0.7,0.097,NA,-1.6,0,-1.7,0
2010-11,25,SAS,NBA,SG,1,8,-0.5,0.333,0,0,0,28.4,14.5,18.6,0,0,25,23,NA,0,0,0,-0.183,NA,-12.6,-1.8,-14.4,0
2010-11,25,WAS,NBA,SG,16,314,13.7,0.553,0.065,0.742,8.8,15.1,11.8,9,2.8,0,13.6,13.4,NA,0.4,0.3,0.7,0.104,NA,-1.4,0,-1.4,0
2013-14,28,TOT,NBA,SG,6,47,6.9,0.58,0.333,0.667,2.5,18.7,10.7,2.8,0,0,11.4,8.3,NA,0,0,0.1,0.082,NA,-2.9,-0.3,-3.2,0
2013-14,28,SAS,NBA,SG,4,34,8.9,0.595,0.2,0.4,3.5,15.9,9.9,3.9,0,0,0,7.8,NA,0.1,0,0.1,0.121,NA,-0.9,0,-0.9,0
2013-14,28,MIN,NBA,SG,2,13,1.7,0.532,1,2,0,25.8,12.6,0,0,0,34.7,9.4,NA,0,0,0,-0.02,NA,-8.2,-1,-9.2,0
Career,NA,,NBA,,37,442,12.7,0.533,0.06,0.69,8.7,16.1,12.3,7.4,2.4,0,13.9,15.2,NA,0.4,0.4,0.8,0.091,NA,-2.1,-0.2,-2.3,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,WAS,NBA,,16,314,13.7,0.553,0.065,0.742,8.8,15.1,11.8,9,2.8,0,13.6,13.4,NA,0.4,0.3,0.7,0.104,NA,-1.4,0,-1.4,0
1 season,NA,UTA,NBA,,14,73,13.6,0.495,0,0.655,13.3,17.4,15.4,2.1,2.8,0,13.8,26.7,NA,0,0.1,0.1,0.067,NA,-3.7,-1,-4.6,0
2 seasons,NA,SAS,NBA,,5,42,7.1,0.507,0.125,0.25,2.8,18.3,10.8,6.7,0,0,10.1,10.7,NA,0,0,0.1,0.063,NA,-3.1,-0.4,-3.5,0
1 season,NA,MIN,NBA,,2,13,1.7,0.532,1,2,0,25.8,12.6,0,0,0,34.7,9.4,NA,0,0,0,-0.02,NA,-8.2,-1,-9.2,0
