Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Othyus Jeffers,,0.7,0.1,0.1
Tom Ingelsby,91.1,0.7,0.1,0
Kevin Williams,79.4,0.6,0.1,0.1
Clay Johnson,76.9,0.6,0.1,0
Carl Thomas,74.2,0.7,0,0
Terry Duerod,73.1,0.7,0.2,0.2
Delaney Rudd,70.0,0.6,0.3,0.1
Joe Harris,68.8,0.8,0.2,0
DeAndre Liggins,68.6,0.6,0,0
Keith McLeod,67.0,0.6,0.3,0.2
Connie Norman,66.8,0.8,0.2,0.2
