Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Oliver Miller,,5.3,3.8,3.4,3.1,1.8,1.6,1.4,0.9,0,NA,NA,NA,NA
Bob Ferry,87.2,4.9,3.9,3.1,2.7,1.4,1.2,1.2,0.9,0.8,0,NA,NA,NA
Bismack Biyombo,86.1,5.9,4,3.2,2.9,2.9,2,1.4,0.6,NA,NA,NA,NA,NA
Blair Rasmussen,85.7,5.2,4.2,3.3,3,1.8,1.7,0,-0.1,NA,NA,NA,NA,NA
Randy Breuer,85.2,5.1,4.5,3,2.4,2,1.7,1,0.9,0.3,0.1,0,NA,NA
John Henson,84.3,4.9,3.6,3.3,2.7,2.3,1.9,0.6,NA,NA,NA,NA,NA,NA
Kurt Nimphius,83.2,4.8,3.3,3.1,2.9,1.5,1,0.7,0.1,NA,NA,NA,NA,NA
Jim Davis,82.6,4.3,3.8,3.5,2.3,2.3,1.8,0.9,0.2,NA,NA,NA,NA,NA
Chris Kaman,82.5,6.1,3.6,3.3,2.9,2.4,2.1,1.6,0.8,0.7,0.6,0.5,0.1,0
Otto Moore,81.9,5,4.7,3.5,2.9,2.4,2.3,1.8,1.3,0.9,NA,NA,NA,NA
Eddy Curry,81.8,4.7,4.3,3.5,3.3,3,1.8,1.7,0,-0.1,-0.1,-0.3,NA,NA
