Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1978-79,23,DET,NBA,SF,25,NA,154,8.7,21.8,0.4,2.6,3.5,0.75,6.1,7,13.1,1.7,3.2,0.3,4.1,8.1,20.1,NA,90,102
Career,NA,,NBA,,25,NA,154,8.7,21.8,0.4,2.6,3.5,0.75,6.1,7,13.1,1.7,3.2,0.3,4.1,8.1,20.1,NA,90,102
