Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Kristaps Porziņģis,,4.5,4.4,3.2
Ryan Gomes,95.1,4.8,4.2,3.1
Walter Simon,94.8,4.8,4.5,3.4
Jan van Breda Kolff,93.1,4.5,3.8,3.4
Luke Jackson,93.0,4.8,4.2,3.6
Louis Orr,92.7,4.3,4.3,3.8
Glenn Robinson,90.9,4.7,3.5,3.2
Grant Long,90.3,5,4.6,2.7
Tom Abernethy,90.2,4.1,3.7,3.1
DeJuan Blair,90.0,4.8,4.6,4
Morris Peterson,89.9,4.9,3.6,3.2
