,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,20,NYK,NBA,PF,72,2047,,,,70%,30%,-0.1,+5.7,35,57,109,20,93,6,221,13,26
2016-17,21,NYK,NBA,PF,66,2164,,,,79%,21%,-2.8,+2.4,41,46,143,18,114,8,233,26,31
2017-18,22,NYK,NBA,PF,48,1553,,,,88%,12%,+0.6,+7.5,21,39,68,23,110,12,140,28,43
2019-20,24,DAL,NBA,PF,51,1597,,,,69%,31%,+8.0,+4.2,35,22,94,17,105,2,223,23,28
Career,,,NBA,,237,7361,,,,76%,24%,+1.0,+4.8,132,164,414,78,422,28,817,90,128
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NYK,NBA,,186,5764,,,,78%,22%,-0.9,+4.9,97,142,320,61,317,26,594,67,100
1 season,,DAL,NBA,,51,1597,,,,69%,31%,+8.0,+4.2,35,22,94,17,105,2,223,23,28
