,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,20,NYK,NBA,PF,72,2047,.421,13.2,.726,.216,.184,.167,.159,.274,.454,.576,.356,.405,.454,.333,.586,.064,52,.988,.099,.292,1,0
2016-17,21,NYK,NBA,PF,66,2164,.450,14.1,.681,.207,.162,.196,.116,.319,.493,.701,.338,.482,.360,.357,.668,.086,78,.982,.111,.429,0,0
2017-18,22,NYK,NBA,PF,48,1553,.439,14.4,.744,.156,.156,.264,.165,.256,.454,.604,.381,.430,.422,.395,.647,.067,53,.989,.053,.583,5,0
2019-20,24,DAL,NBA,PF,51,1597,.420,16.7,.553,.187,.124,.168,.074,.447,.477,.722,.290,.382,.383,.349,.695,.094,70,.968,.033,.417,2,0
Career,,,NBA,,237,7361,.433,14.5,.679,.192,.158,.200,.129,.321,.469,.651,.345,.430,.411,.357,.646,.078,253,.980,.072,.410,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NYK,NBA,,186,5764,.437,13.9,.716,.193,.167,.209,.146,.284,.467,.631,.357,.441,.415,.361,.635,.073,183,.986,.090,.408,6,0
1 season,,DAL,NBA,,51,1597,.420,16.7,.553,.187,.124,.168,.074,.447,.477,.722,.290,.382,.383,.349,.695,.094,70,.968,.033,.417,2,0
