Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,CHS,BAA,NA,61,NA,NA,4.6,15,0.306,3.5,5.8,0.598,NA,0.8,2.6,12.7
1947-48,28,TOT,BAA,NA,46,NA,NA,3.4,13.2,0.258,3,4.8,0.636,NA,0.7,2.7,9.8
1947-48,28,CHS,BAA,NA,6,NA,NA,2,9.2,0.218,1.2,3.3,0.35,NA,0.3,2.3,5.2
1947-48,28,PHW,BAA,NA,40,NA,NA,3.6,13.8,0.262,3.3,5,0.665,NA,0.8,2.8,10.5
1948-49,29,TOT,BAA,NA,60,NA,NA,3.4,10.8,0.312,3.6,5.8,0.62,NA,1.9,2.9,10.3
1948-49,29,BOS,BAA,NA,33,NA,NA,3,10.2,0.293,3.4,5.7,0.596,NA,1.8,2.9,9.4
1948-49,29,PRO,BAA,NA,27,NA,NA,3.8,11.4,0.333,3.8,5.8,0.65,NA,1.9,2.9,11.4
1949-50,30,WSC,NBA,NA,68,NA,NA,1.6,4.2,0.38,1.6,2.6,0.64,NA,1.3,2,4.8
1950-51,31,TOT,NBA,NA,68,NA,NA,2.4,6.6,0.365,2.5,3.6,0.694,7.9,2.3,3.2,7.4
1950-51,31,WSC,NBA,NA,35,NA,NA,2,5.9,0.341,2.6,3.8,0.684,NA,2.2,3.4,6.6
1950-51,31,BLB,NBA,NA,33,NA,NA,2.8,7.4,0.385,2.5,3.5,0.704,NA,2.5,2.9,8.2
Career,NA,,TOT,NA,303,NA,NA,3,9.6,0.314,2.8,4.4,0.633,7.9,1.4,2.7,8.8
,NA,,BAA,NA,167,NA,NA,3.8,13,0.294,3.4,5.5,0.616,NA,1.1,2.8,11
,NA,,NBA,NA,136,NA,NA,2,5.4,0.371,2.1,3.1,0.671,7.9,1.8,2.6,6.1
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSC,NBA,NA,103,NA,NA,1.7,4.7,0.364,2,3,0.659,NA,1.6,2.5,5.4
2 seasons,NA,CHS,BAA,NA,67,NA,NA,4.4,14.5,0.301,3.3,5.6,0.585,NA,0.7,2.6,12
1 season,NA,PHW,BAA,NA,40,NA,NA,3.6,13.8,0.262,3.3,5,0.665,NA,0.8,2.8,10.5
1 season,NA,BLB,NBA,NA,33,NA,NA,2.8,7.4,0.385,2.5,3.5,0.704,NA,2.5,2.9,8.2
1 season,NA,BOS,BAA,NA,33,NA,NA,3,10.2,0.293,3.4,5.7,0.596,NA,1.8,2.9,9.4
1 season,NA,PRO,BAA,NA,27,NA,NA,3.8,11.4,0.333,3.8,5.8,0.65,NA,1.9,2.9,11.4
