Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,CHS,BAA,NA,61,NA,NA,280,915,0.306,213,356,0.598,NA,46,161,773
1947-48,28,TOT,BAA,NA,46,NA,NA,156,605,0.258,140,220,0.636,NA,32,126,452
1947-48,28,CHS,BAA,NA,6,NA,NA,12,55,0.218,7,20,0.35,NA,2,14,31
1947-48,28,PHW,BAA,NA,40,NA,NA,144,550,0.262,133,200,0.665,NA,30,112,421
1948-49,29,TOT,BAA,NA,60,NA,NA,202,647,0.312,214,345,0.62,NA,113,175,618
1948-49,29,BOS,BAA,NA,33,NA,NA,99,338,0.293,112,188,0.596,NA,61,97,310
1948-49,29,PRO,BAA,NA,27,NA,NA,103,309,0.333,102,157,0.65,NA,52,78,308
1949-50,30,WSC,NBA,NA,68,NA,NA,108,284,0.38,112,175,0.64,NA,89,136,328
1950-51,31,TOT,NBA,NA,68,NA,NA,164,449,0.365,172,248,0.694,539,158,216,500
1950-51,31,WSC,NBA,NA,35,NA,NA,70,205,0.341,91,133,0.684,NA,76,120,231
1950-51,31,BLB,NBA,NA,33,NA,NA,94,244,0.385,81,115,0.704,NA,82,96,269
Career,NA,,TOT,NA,303,NA,NA,910,2900,0.314,851,1344,0.633,539,438,814,2671
,NA,,BAA,NA,167,NA,NA,638,2167,0.294,567,921,0.616,NA,191,462,1843
,NA,,NBA,NA,136,NA,NA,272,733,0.371,284,423,0.671,539,247,352,828
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,WSC,NBA,NA,103,NA,NA,178,489,0.364,203,308,0.659,NA,165,256,559
2 seasons,NA,CHS,BAA,NA,67,NA,NA,292,970,0.301,220,376,0.585,NA,48,175,804
1 season,NA,PHW,BAA,NA,40,NA,NA,144,550,0.262,133,200,0.665,NA,30,112,421
1 season,NA,BLB,NBA,NA,33,NA,NA,94,244,0.385,81,115,0.704,NA,82,96,269
1 season,NA,BOS,BAA,NA,33,NA,NA,99,338,0.293,112,188,0.596,NA,61,97,310
1 season,NA,PRO,BAA,NA,27,NA,NA,103,309,0.333,102,157,0.65,NA,52,78,308
