Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,CHS,BAA,NA,11,NA,NA,NA,NA,0.253,NA,NA,0.604,NA,NA,NA,NA
1947-48,28,PHW,BAA,NA,13,NA,NA,NA,NA,0.265,NA,NA,0.607,NA,NA,NA,NA
1949-50,30,WSC,NBA,NA,2,NA,NA,NA,NA,0.438,NA,NA,0.556,NA,NA,NA,NA
Career,NA,,TOT,NA,26,NA,NA,NA,NA,0.266,NA,NA,0.603,NA,NA,NA,NA
,NA,,BAA,NA,24,NA,NA,NA,NA,0.258,NA,NA,0.606,NA,NA,NA,NA
,NA,,NBA,NA,2,NA,NA,NA,NA,0.438,NA,NA,0.556,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHW,BAA,NA,13,NA,NA,NA,NA,0.265,NA,NA,0.607,NA,NA,NA,NA
1 season,NA,CHS,BAA,NA,11,NA,NA,NA,NA,0.253,NA,NA,0.604,NA,NA,NA,NA
1 season,NA,WSC,NBA,NA,2,NA,NA,NA,NA,0.438,NA,NA,0.556,NA,NA,NA,NA
