,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1982-83,18,SEATTLEPAC,1,,1,2,,,0,0,,2,,0,2,1,0,2,.500,,,,2.0,2.0,
1985-86,21,WASHINGTON,31,450,41,93,,,27,48,,98,,4,11,36,64,109,.441,,.563,14.5,3.5,3.2,
1986-87,22,WASHINGTON,35,1173,210,408,,,138,181,,311,,26,25,82,85,558,.515,,.762,33.5,15.9,8.9,
Career,,,67,1623,252,503,,,165,229,,411,,30,38,119,149,669,.501,,.721,24.6,10.0,6.1,
